"Date","Price","Open","High","Low","Change %"
"Aug 31, 2017","81.225","81.405","81.465","81.025","-0.13"
"Aug 30, 2017","81.330","81.280","81.410","80.900","0.17"
"Aug 29, 2017","81.195","81.125","81.225","80.945","0.09"
"Aug 28, 2017","81.125","81.175","81.375","80.815","-0.05"
"Aug 25, 2017","81.165","81.415","81.415","81.165","-0.04"
"Aug 24, 2017","81.195","81.145","81.225","80.815","0.09"
"Aug 23, 2017","81.120","81.560","81.560","81.040","-0.09"
"Aug 22, 2017","81.190","81.430","81.510","80.950","-0.09"
"Aug 21, 2017","81.260","81.150","81.370","80.860","0.13"
"Aug 18, 2017","81.155","81.205","81.205","81.155","0.01"
"Aug 17, 2017","81.150","80.970","81.230","80.870","0.25"
"Aug 16, 2017","80.945","80.865","81.105","80.865","0.24"
"Aug 15, 2017","80.755","80.755","80.915","80.755","-0.23"
"Aug 14, 2017","80.945","80.730","81.105","80.670","0.11"
"Aug 11, 2017","80.855","80.750","80.875","80.730","-0.02"
"Aug 10, 2017","80.875","80.770","80.995","80.710","-0.13"
"Aug 09, 2017","80.980","80.840","81.060","80.690","0.02"
"Aug 08, 2017","80.965","80.630","81.075","80.630","0.26"
"Aug 07, 2017","80.755","80.830","81.035","80.630","-0.25"
"Aug 04, 2017","80.955","80.870","80.995","80.710","0.04"
"Aug 03, 2017","80.925","80.800","81.115","80.600","0.21"
"Aug 02, 2017","80.755","81.100","81.295","80.630","-0.58"
"Aug 01, 2017","81.225","81.200","81.375","80.560","-0.12"
"Jul 31, 2017","81.325","80.570","81.375","80.000","0.78"
"Jul 28, 2017","80.695","80.600","80.725","80.560","-0.02"
"Jul 27, 2017","80.710","81.150","81.300","80.560","-0.50"
"Jul 26, 2017","81.115","80.660","81.535","80.630","-0.13"
"Jul 25, 2017","81.220","80.670","81.420","80.620","0.49"
"Jul 24, 2017","80.820","80.570","80.900","80.570","0.15"
"Jul 21, 2017","80.695","80.600","80.725","80.570","-0.01"
"Jul 20, 2017","80.705","80.670","80.835","80.540","-0.07"
"Jul 19, 2017","80.765","80.620","80.875","80.590","0.02"
"Jul 18, 2017","80.745","80.770","80.925","80.550","-0.19"
"Jul 17, 2017","80.895","81.210","81.335","80.730","-0.46"
"Jul 14, 2017","81.265","81.230","81.515","81.050","-0.11"
"Jul 13, 2017","81.355","81.270","81.395","81.000","-0.05"
"Jul 12, 2017","81.395","81.300","81.545","80.620","-0.09"
"Jul 11, 2017","81.465","81.320","81.615","80.590","0.02"
"Jul 10, 2017","81.450","81.070","81.530","80.590","0.38"
"Jul 07, 2017","81.145","81.080","81.275","80.950","-0.07"
"Jul 06, 2017","81.205","80.780","81.335","80.590","0.40"
"Jul 05, 2017","80.885","80.550","80.965","80.550","0.26"
"Jul 04, 2017","80.675","80.700","80.905","80.550","-0.15"
"Jul 03, 2017","80.800","80.700","80.800","80.700","0.13"
"Jun 30, 2017","80.695","80.660","80.845","80.500","-0.17"
"Jun 29, 2017","80.830","80.730","80.950","80.570","-0.03"
"Jun 28, 2017","80.855","80.700","80.885","80.560","0.07"
"Jun 27, 2017","80.800","80.700","80.880","80.640","-0.03"
"Jun 26, 2017","80.825","80.700","80.905","80.540","0.00"
"Jun 23, 2017","80.825","80.650","80.845","80.640","0.02"
"Jun 22, 2017","80.810","80.690","80.920","80.480","-0.01"
"Jun 21, 2017","80.815","80.650","80.845","80.480","0.05"
"Jun 20, 2017","80.775","80.680","80.855","80.480","-0.01"
"Jun 19, 2017","80.785","80.740","80.895","80.500","-0.10"
"Jun 16, 2017","80.865","80.700","80.875","80.670","0.09"
"Jun 15, 2017","80.795","80.730","80.885","80.510","-0.06"
"Jun 14, 2017","80.840","80.720","80.960","80.510","-0.01"
"Jun 13, 2017","80.845","80.620","80.875","80.550","0.18"
"Jun 12, 2017","80.700","80.780","80.970","80.510","-0.25"
"Jun 09, 2017","80.905","80.780","80.905","80.700","0.00"
"Jun 08, 2017","80.905","80.770","80.915","80.590","0.01"
"Jun 07, 2017","80.895","80.700","80.905","80.580","0.09"
"Jun 06, 2017","80.825","80.690","80.855","80.570","0.01"
"Jun 05, 2017","80.815","80.730","80.915","80.480","-0.04"
"Jun 02, 2017","80.845","80.710","80.865","80.660","-0.01"
"Jun 01, 2017","80.855","80.680","80.885","80.550","0.06"
"May 31, 2017","80.805","80.680","80.895","80.550","0.09"
"May 30, 2017","80.735","80.630","80.855","80.530","-0.02"
"May 29, 2017","80.755","80.650","80.845","80.500","-0.02"
"May 26, 2017","80.775","80.670","80.795","80.590","-0.02"
"May 25, 2017","80.795","80.630","80.805","80.500","0.11"
"May 24, 2017","80.710","80.630","80.880","80.450","-0.02"
"May 23, 2017","80.730","80.570","80.830","80.450","0.01"
"May 22, 2017","80.720","80.630","80.840","80.460","-0.04"
"May 19, 2017","80.755","80.570","80.785","80.470","0.09"
"May 18, 2017","80.685","81.190","81.405","80.470","-0.14"
"May 17, 2017","80.795","81.270","81.395","80.550","-0.69"
"May 16, 2017","81.360","80.600","81.470","80.500","-0.06"
"May 15, 2017","81.405","81.300","81.655","80.450","-0.02"
"May 12, 2017","81.425","81.300","81.525","81.300","0.00"
"May 11, 2017","81.425","81.200","81.715","80.450","-0.21"
"May 10, 2017","81.600","81.240","81.600","81.200","0.29"
"May 09, 2017","81.365","81.430","81.575","80.400","-0.23"
"May 08, 2017","81.550","81.440","81.650","80.400","-0.01"
"May 05, 2017","81.555","81.450","82.745","81.390","-0.02"
"May 04, 2017","81.575","82.580","82.745","81.450","-1.32"
"May 03, 2017","82.670","82.320","83.140","81.660","0.27"
"May 02, 2017","82.445","82.120","82.565","82.090","0.24"
"May 01, 2017","82.245","82.100","83.435","82.100","0.47"
"Apr 28, 2017","81.860","82.270","82.670","81.460","-0.53"
"Apr 27, 2017","82.295","84.100","84.245","82.090","-2.29"
"Apr 26, 2017","84.225","82.320","84.595","82.320","0.69"
"Apr 25, 2017","83.650","82.810","83.690","82.320","0.86"
"Apr 24, 2017","82.935","82.690","82.945","82.120","0.14"
"Apr 21, 2017","82.815","82.670","82.845","82.670","0.02"
"Apr 20, 2017","82.795","81.820","82.845","81.770","1.10"
"Apr 19, 2017","81.895","81.610","82.225","81.540","0.15"
"Apr 18, 2017","81.775","80.770","82.135","80.770","0.84"
"Apr 17, 2017","81.090","80.880","81.950","80.740","0.10"
"Apr 14, 2017","81.005","80.970","81.095","80.800","-0.02"
"Apr 13, 2017","81.025","80.920","81.095","80.820","-0.02"
"Apr 12, 2017","81.045","80.530","81.325","80.520","0.50"
"Apr 11, 2017","80.645","80.520","81.125","80.520","0.00"
"Apr 10, 2017","80.645","80.350","80.835","80.340","0.21"
"Apr 07, 2017","80.475","80.360","80.695","80.330","-0.20"
"Apr 06, 2017","80.640","80.410","80.640","79.700","0.24"
"Apr 05, 2017","80.445","80.220","80.565","79.680","0.17"
"Apr 04, 2017","80.310","80.250","80.470","80.060","-0.08"
"Apr 03, 2017","80.375","80.200","80.425","80.090","0.06"
"Mar 31, 2017","80.325","80.680","80.805","79.920","0.10"
"Mar 30, 2017","80.245","80.390","80.515","79.670","-0.10"
"Mar 29, 2017","80.325","80.200","80.595","80.120","0.00"
"Mar 28, 2017","80.325","80.190","80.355","80.120","0.05"
"Mar 27, 2017","80.285","80.200","80.375","79.750","-0.05"
"Mar 24, 2017","80.325","80.190","80.455","80.180","0.06"
"Mar 23, 2017","80.280","79.700","80.390","79.630","0.57"
"Mar 22, 2017","79.825","80.080","80.355","79.550","-0.47"
"Mar 21, 2017","80.205","80.120","80.365","80.080","-0.05"
"Mar 20, 2017","80.245","80.140","80.275","79.800","-0.02"
"Mar 17, 2017","80.265","79.520","80.325","79.520","0.78"
"Mar 16, 2017","79.645","80.230","80.385","79.410","-0.70"
"Mar 15, 2017","80.210","80.170","80.540","80.000","-0.11"
"Mar 14, 2017","80.295","80.150","80.395","80.150","0.02"
"Mar 13, 2017","80.275","80.100","80.305","80.020","0.06"
"Mar 10, 2017","80.225","79.980","80.265","79.980","0.03"
"Mar 09, 2017","80.200","80.290","80.510","79.750","-0.08"
"Mar 08, 2017","80.265","80.140","80.295","79.750","0.13"
"Mar 07, 2017","80.160","80.070","80.270","79.990","0.14"
"Mar 06, 2017","80.050","80.000","80.360","79.790","-0.09"
"Mar 03, 2017","80.125","79.860","80.145","79.860","0.05"
"Mar 02, 2017","80.085","79.950","80.265","79.840","0.05"
"Mar 01, 2017","80.045","79.570","80.075","79.560","0.44"
"Feb 28, 2017","79.695","79.870","80.065","79.570","-0.38"
"Feb 27, 2017","79.995","79.770","80.235","79.600","0.13"
"Feb 24, 2017","79.895","79.780","79.995","79.520","0.00"
"Feb 23, 2017","79.895","79.980","80.125","79.500","-0.24"
"Feb 22, 2017","80.085","80.030","80.365","79.640","-0.09"
"Feb 21, 2017","80.155","80.080","80.295","79.920","-0.06"
"Feb 20, 2017","80.205","80.100","80.455","79.840","-0.02"
"Feb 17, 2017","80.225","80.120","80.245","79.860","0.00"
"Feb 16, 2017","80.225","79.750","80.275","79.750","0.26"
"Feb 15, 2017","80.015","79.750","80.705","79.660","0.14"
"Feb 14, 2017","79.905","79.820","80.395","79.660","-0.09"
"Feb 13, 2017","79.975","79.670","80.105","79.660","0.23"
"Feb 10, 2017","79.795","79.670","80.005","79.120","0.00"
"Feb 09, 2017","79.795","79.130","79.975","79.130","-0.16"
"Feb 08, 2017","79.920","79.540","80.100","79.370","0.32"
"Feb 07, 2017","79.665","79.580","79.875","79.370","-0.02"
"Feb 06, 2017","79.680","79.550","79.740","79.410","0.01"
"Feb 03, 2017","79.675","79.500","79.675","79.500","-0.01"
"Feb 02, 2017","79.680","79.480","79.680","79.400","0.09"
"Feb 01, 2017","79.605","79.170","79.655","79.170","-0.01"
"Jan 31, 2017","79.615","79.270","79.625","79.270","0.20"
"Jan 30, 2017","79.455","79.330","79.715","79.150","0.00"
"Jan 27, 2017","79.455","79.320","79.495","79.250","0.10"
"Jan 26, 2017","79.375","79.400","79.655","79.120","0.00"
"Jan 25, 2017","79.375","79.340","79.675","79.120","-0.08"
"Jan 24, 2017","79.440","79.320","79.550","78.900","-0.05"
"Jan 23, 2017","79.480","79.200","79.510","78.610","0.20"
"Jan 20, 2017","79.325","79.300","79.515","79.200","0.15"
"Jan 19, 2017","79.205","79.220","79.535","79.000","-0.18"
"Jan 18, 2017","79.345","79.020","79.385","79.000","0.15"
"Jan 17, 2017","79.225","79.160","79.345","78.710","-0.08"
"Jan 16, 2017","79.285","79.180","79.465","78.900","-0.03"
"Jan 13, 2017","79.305","79.140","79.345","78.970","0.05"
"Jan 12, 2017","79.265","79.150","79.345","79.130","-0.01"
"Jan 11, 2017","79.275","79.170","79.425","78.710","0.34"
"Jan 10, 2017","79.005","79.070","79.495","78.620","-0.09"
"Jan 09, 2017","79.075","79.080","79.635","78.700","-0.16"
"Jan 06, 2017","79.205","79.080","79.225","78.360","0.00"
"Jan 05, 2017","79.205","79.030","79.255","78.320","0.04"
"Jan 04, 2017","79.170","78.950","79.460","78.650","-0.36"
"Jan 03, 2017","79.460","78.880","79.460","78.450","0.58"
"Jan 02, 2017","79.005","78.920","79.305","78.400","-0.05"
"Dec 30, 2016","79.045","78.880","79.415","78.180","0.04"
"Dec 29, 2016","79.015","78.940","79.415","78.420","-0.04"
"Dec 28, 2016","79.045","78.930","79.415","78.500","-0.01"
"Dec 27, 2016","79.050","78.950","79.420","78.300","-0.03"
"Dec 26, 2016","79.075","78.960","79.105","78.300","-0.01"
"Dec 23, 2016","79.085","78.950","79.415","78.950","0.01"
"Dec 22, 2016","79.075","79.000","79.415","78.500","-0.06"
"Dec 21, 2016","79.125","78.510","79.415","78.500","0.55"
"Dec 20, 2016","78.695","79.370","79.495","78.570","-0.71"
"Dec 19, 2016","79.255","79.290","79.425","78.600","-0.20"
"Dec 16, 2016","79.415","79.280","79.425","79.280","-0.04"
"Dec 15, 2016","79.445","79.400","79.525","79.150","-0.04"
"Dec 14, 2016","79.475","79.220","79.525","79.070","0.02"
"Dec 13, 2016","79.460","79.250","79.460","79.220","0.11"
"Dec 12, 2016","79.375","79.590","80.035","79.200","-0.43"
"Dec 09, 2016","79.715","79.590","79.745","79.290","0.32"
"Dec 08, 2016","79.460","79.620","79.870","79.290","-0.24"
"Dec 07, 2016","79.655","79.550","79.925","79.290","0.04"
"Dec 06, 2016","79.625","79.400","79.675","78.980","0.21"
"Dec 05, 2016","79.460","79.450","79.640","79.110","-0.14"
"Dec 02, 2016","79.575","79.500","79.625","79.110","-0.03"
"Dec 01, 2016","79.595","79.230","79.675","79.220","0.33"
"Nov 30, 2016","79.330","79.250","79.720","78.880","-0.09"
"Nov 29, 2016","79.400","79.160","79.480","78.890","0.18"
"Nov 28, 2016","79.255","79.140","79.345","78.690","-0.01"
"Nov 25, 2016","79.265","79.200","79.355","79.120","-0.06"
"Nov 24, 2016","79.315","79.200","79.325","79.100","-0.02"
"Nov 23, 2016","79.330","79.090","79.800","79.000","0.28"
"Nov 22, 2016","79.110","79.080","79.290","78.590","-0.12"
"Nov 21, 2016","79.205","78.650","79.245","78.630","0.55"
"Nov 18, 2016","78.775","78.780","78.905","78.650","-0.11"
"Nov 17, 2016","78.860","78.500","78.970","78.500","0.04"
"Nov 16, 2016","78.830","78.780","78.950","78.470","-0.06"
"Nov 15, 2016","78.875","78.720","78.905","78.440","0.31"
"Nov 14, 2016","78.630","78.450","79.220","78.400","0.07"
"Nov 11, 2016","78.575","78.470","78.675","78.440","-0.05"
"Nov 10, 2016","78.615","78.380","78.745","78.360","0.02"
"Nov 09, 2016","78.600","78.520","78.720","78.400","-0.06"
"Nov 08, 2016","78.645","78.440","78.735","78.440","0.12"
"Nov 07, 2016","78.550","78.380","78.840","78.360","0.05"
"Nov 04, 2016","78.510","78.410","78.570","78.350","0.00"
"Nov 03, 2016","78.510","78.430","78.650","78.330","-0.02"
"Nov 02, 2016","78.525","78.460","78.645","78.200","0.14"
"Nov 01, 2016","78.415","78.230","78.655","78.230","0.08"
"Oct 31, 2016","78.355","78.320","78.605","77.900","-0.11"
"Oct 28, 2016","78.445","78.430","78.705","78.270","-0.14"
"Oct 27, 2016","78.555","78.420","78.565","78.300","0.06"
"Oct 26, 2016","78.510","78.390","78.610","78.200","-0.01"
"Oct 25, 2016","78.515","78.400","78.535","78.240","-0.01"
"Oct 24, 2016","78.525","78.280","78.535","78.070","0.15"
"Oct 21, 2016","78.405","78.300","78.475","78.070","-0.09"
"Oct 20, 2016","78.475","78.350","78.485","78.110","0.04"
"Oct 19, 2016","78.440","78.430","78.600","78.270","-0.15"
"Oct 18, 2016","78.555","78.380","78.565","78.240","0.06"
"Oct 17, 2016","78.505","78.330","78.765","78.330","0.06"
"Oct 14, 2016","78.455","78.300","78.475","78.240","0.04"
"Oct 13, 2016","78.420","78.370","78.580","78.240","0.01"
"Oct 12, 2016","78.415","78.340","78.515","78.240","-0.04"
"Oct 11, 2016","78.445","78.530","78.655","78.240","-0.08"
"Oct 10, 2016","78.505","78.310","78.515","77.900","0.09"
"Oct 07, 2016","78.435","78.620","78.745","78.270","-0.05"
"Oct 06, 2016","78.475","78.460","78.585","78.270","-0.03"
"Oct 05, 2016","78.495","78.400","78.525","78.330","-0.03"
"Oct 04, 2016","78.520","78.400","78.670","78.270","-0.01"
"Oct 03, 2016","78.525","78.430","78.555","78.350","-0.04"
"Sep 30, 2016","78.555","78.380","78.585","78.270","0.06"
"Sep 29, 2016","78.505","78.430","78.695","78.290","-0.10"
"Sep 28, 2016","78.585","78.450","78.775","78.170","0.01"
"Sep 27, 2016","78.575","78.390","78.675","78.220","0.08"
"Sep 26, 2016","78.515","78.430","78.555","78.220","-0.05"
"Sep 23, 2016","78.555","78.440","78.605","78.220","0.20"
"Sep 22, 2016","78.395","78.320","78.625","78.220","0.01"
"Sep 21, 2016","78.385","78.310","78.665","78.220","-0.03"
"Sep 20, 2016","78.405","78.370","78.495","78.120","-0.11"
"Sep 19, 2016","78.495","78.290","78.525","78.120","0.10"
"Sep 16, 2016","78.415","78.350","78.475","78.120","-0.08"
"Sep 15, 2016","78.475","78.250","78.495","78.120","0.17"
"Sep 14, 2016","78.340","78.260","78.440","78.170","-0.06"
"Sep 13, 2016","78.385","78.250","78.395","78.170","0.01"
"Sep 12, 2016","78.375","78.260","78.565","78.170","-0.01"
"Sep 09, 2016","78.385","78.300","78.575","78.170","0.04"
"Sep 08, 2016","78.355","78.330","78.545","78.170","-0.13"
"Sep 07, 2016","78.455","78.250","78.495","78.170","0.15"
"Sep 06, 2016","78.340","78.280","78.520","78.170","-0.08"
"Sep 05, 2016","78.405","78.280","78.475","78.270","0.00"
"Sep 02, 2016","78.405","78.320","78.445","78.270","-0.03"
"Sep 01, 2016","78.430","78.350","78.480","78.170","-0.06"
"Aug 31, 2016","78.475","78.310","78.485","78.230","0.15"
"Aug 30, 2016","78.355","78.380","78.505","78.170","-0.19"
"Aug 29, 2016","78.505","78.260","78.525","78.150","0.15"
"Aug 26, 2016","78.385","78.330","78.455","78.150","0.00"
"Aug 25, 2016","78.385","78.360","78.485","78.150","-0.04"
"Aug 24, 2016","78.415","78.300","78.585","78.150","0.06"
"Aug 23, 2016","78.370","78.300","78.570","78.070","-0.07"
"Aug 22, 2016","78.425","78.260","78.575","78.150","0.05"
"Aug 19, 2016","78.385","78.270","78.425","78.180","-0.01"
"Aug 18, 2016","78.395","78.260","78.425","78.140","0.01"
"Aug 17, 2016","78.385","78.300","78.565","78.170","-0.05"
"Aug 16, 2016","78.425","78.270","78.475","78.170","-0.05"
"Aug 15, 2016","78.465","78.270","78.495","78.220","0.04"
"Aug 12, 2016","78.430","78.270","78.470","78.270","-0.03"
"Aug 11, 2016","78.450","78.260","78.530","78.220","0.03"
"Aug 10, 2016","78.425","78.320","78.475","77.980","-0.03"
"Aug 09, 2016","78.445","78.280","78.475","78.170","0.10"
"Aug 08, 2016","78.365","78.310","78.545","78.170","-0.09"
"Aug 05, 2016","78.435","78.320","78.445","78.300","0.01"
"Aug 04, 2016","78.425","78.660","78.785","78.300","-0.04"
"Aug 03, 2016","78.455","78.330","78.505","78.220","0.13"
"Aug 02, 2016","78.355","78.310","78.495","78.220","-0.06"
"Aug 01, 2016","78.405","78.320","78.505","78.270","-0.05"
"Jul 29, 2016","78.445","78.350","78.515","78.220","-0.09"
"Jul 28, 2016","78.515","77.920","78.525","77.920","0.01"
"Jul 27, 2016","78.505","78.330","78.585","78.330","0.01"
"Jul 26, 2016","78.495","78.280","78.555","78.280","0.03"
"Jul 25, 2016","78.470","78.330","78.830","78.270","0.02"
"Jul 22, 2016","78.455","78.390","78.515","78.170","-0.10"
"Jul 21, 2016","78.530","78.420","78.630","78.170","0.11"
"Jul 20, 2016","78.445","78.400","78.885","78.170","-0.10"
"Jul 19, 2016","78.525","78.130","78.535","78.130","0.04"
"Jul 18, 2016","78.495","78.300","79.065","78.170","0.09"
"Jul 16, 2016","78.425","78.300","78.425","78.300","0.09"
"Jul 15, 2016","78.355","78.220","78.475","78.220","-0.15"
"Jul 14, 2016","78.475","78.380","78.605","78.270","-0.04"
"Jul 13, 2016","78.505","78.220","78.745","78.170","0.20"
"Jul 12, 2016","78.345","78.400","78.565","78.220","-0.18"
"Jul 11, 2016","78.490","78.280","78.580","78.170","0.11"
"Jul 08, 2016","78.405","78.250","78.565","78.170","0.02"
"Jul 07, 2016","78.390","78.200","78.520","78.110","-0.01"
"Jul 06, 2016","78.395","78.250","78.525","78.170","0.03"
"Jul 05, 2016","78.375","78.050","78.425","78.050","-0.04"
"Jul 04, 2016","78.405","78.280","78.425","78.250","0.00"
"Jul 01, 2016","78.405","78.330","78.955","78.230","-0.06"
"Jun 30, 2016","78.455","78.320","78.525","78.170","-0.03"
"Jun 29, 2016","78.475","78.370","78.545","78.220","-0.03"
"Jun 28, 2016","78.495","78.360","78.565","78.290","-0.09"
"Jun 27, 2016","78.565","78.410","78.575","78.220","0.04"
"Jun 24, 2016","78.535","78.430","78.575","78.330","-0.03"
"Jun 23, 2016","78.555","78.000","78.575","78.000","0.04"
"Jun 22, 2016","78.525","78.380","78.545","78.320","0.03"
"Jun 21, 2016","78.505","78.440","78.565","78.300","0.00"
"Jun 20, 2016","78.505","78.520","78.645","78.180","-0.18"
"Jun 17, 2016","78.645","78.430","78.655","78.210","0.16"
"Jun 16, 2016","78.520","78.440","78.720","78.350","0.29"
"Jun 15, 2016","78.290","78.460","78.650","78.210","-0.39"
"Jun 14, 2016","78.600","78.550","78.830","78.340","0.00"
"Jun 13, 2016","78.600","78.560","78.870","78.340","-0.13"
"Jun 10, 2016","78.705","78.550","78.945","78.550","0.02"
"Jun 09, 2016","78.690","78.580","78.790","78.420","-0.02"
"Jun 08, 2016","78.705","78.560","78.735","78.340","0.01"
"Jun 07, 2016","78.695","78.600","78.745","78.420","-0.04"
"Jun 06, 2016","78.725","78.600","78.745","78.500","0.03"
"Jun 03, 2016","78.705","78.450","78.735","78.290","0.17"
"Jun 02, 2016","78.575","78.480","78.745","78.260","0.01"
"Jun 01, 2016","78.570","78.600","78.790","78.260","-0.20"
"May 31, 2016","78.725","78.420","78.745","78.260","0.23"
"May 30, 2016","78.545","78.570","78.745","78.420","0.00"
"May 27, 2016","78.545","78.600","78.745","78.340","-0.23"
"May 26, 2016","78.725","78.580","78.745","78.350","0.03"
"May 25, 2016","78.705","78.550","79.035","78.420","0.08"
"May 24, 2016","78.640","78.570","78.790","78.350","0.03"
"May 23, 2016","78.615","78.330","78.745","78.330","0.24"
"May 20, 2016","78.430","78.580","78.780","78.270","-0.35"
"May 19, 2016","78.705","78.500","78.745","78.420","0.10"
"May 18, 2016","78.625","78.600","78.745","78.360","-0.01"
"May 17, 2016","78.635","78.600","78.835","78.420","-0.11"
"May 16, 2016","78.725","78.610","78.745","78.420","-0.01"
"May 13, 2016","78.735","78.570","78.745","78.500","0.01"
"May 12, 2016","78.725","78.580","78.745","78.060","0.07"
"May 11, 2016","78.670","78.550","78.790","78.350","0.00"
"May 10, 2016","78.670","78.280","78.770","78.280","0.34"
"May 09, 2016","78.405","78.270","78.475","78.240","0.01"
"May 06, 2016","78.395","78.280","78.425","78.270","-0.03"
"May 05, 2016","78.420","78.270","78.470","78.270","0.03"
"May 04, 2016","78.395","78.300","78.435","78.270","-0.04"
"May 03, 2016","78.425","78.270","78.435","78.270","0.04"
"May 02, 2016","78.395","78.300","78.445","78.270","0.00"
"Apr 29, 2016","78.395","78.320","78.445","78.270","-0.06"
"Apr 28, 2016","78.445","78.300","78.475","78.270","0.03"
"Apr 27, 2016","78.425","78.330","78.455","78.300","-0.04"
"Apr 26, 2016","78.455","78.230","78.475","78.230","0.13"
"Apr 25, 2016","78.355","78.250","78.455","78.220","-0.03"
"Apr 22, 2016","78.375","78.250","78.445","78.250","0.00"
"Apr 21, 2016","78.375","78.300","78.475","78.250","-0.06"
"Apr 20, 2016","78.425","78.320","78.445","78.220","-0.03"
"Apr 19, 2016","78.445","78.330","78.475","78.160","0.04"
"Apr 18, 2016","78.415","78.270","78.495","78.270","0.03"
"Apr 15, 2016","78.395","78.280","78.415","78.270","-0.01"
"Apr 14, 2016","78.405","78.250","78.415","78.250","0.01"
"Apr 13, 2016","78.400","78.260","78.400","78.250","0.02"
"Apr 12, 2016","78.385","78.320","78.445","78.260","-0.08"
"Apr 11, 2016","78.445","78.250","78.475","78.250","0.09"
"Apr 08, 2016","78.375","78.270","78.395","78.250","-0.03"
"Apr 07, 2016","78.395","78.300","78.475","78.270","-0.04"
"Apr 06, 2016","78.425","78.320","78.445","78.300","-0.03"
"Apr 05, 2016","78.445","78.160","78.475","78.160","0.20"
"Apr 04, 2016","78.285","78.180","78.345","78.160","-0.03"
"Apr 01, 2016","78.305","78.220","78.415","78.180","-0.05"
"Mar 31, 2016","78.345","78.250","78.415","78.220","-0.04"
"Mar 30, 2016","78.375","78.330","78.455","78.250","0.00"
"Mar 29, 2016","78.375","78.300","78.455","78.220","-0.06"
"Mar 28, 2016","78.425","78.320","78.445","78.220","-0.04"
"Mar 25, 2016","78.455","78.330","78.455","78.330","0.00"
"Mar 24, 2016","78.455","78.200","78.475","78.200","0.17"
"Mar 23, 2016","78.325","78.210","78.395","78.200","-0.01"
"Mar 22, 2016","78.335","78.230","78.355","78.210","-0.03"
"Mar 21, 2016","78.355","78.250","78.475","78.230","-0.03"
"Mar 18, 2016","78.375","78.260","78.395","78.250","-0.01"
"Mar 17, 2016","78.385","78.270","78.395","78.260","-0.01"
"Mar 16, 2016","78.395","78.280","78.405","78.270","-0.01"
"Mar 15, 2016","78.405","78.300","78.425","78.280","-0.03"
"Mar 14, 2016","78.425","78.320","78.445","78.270","-0.03"
"Mar 11, 2016","78.445","78.330","78.455","78.270","-0.01"
"Mar 10, 2016","78.455","78.320","78.475","78.270","0.01"
"Mar 09, 2016","78.445","78.330","78.455","78.270","-0.01"
"Mar 08, 2016","78.455","78.330","78.525","78.320","-0.02"
"Mar 07, 2016","78.470","78.360","78.530","78.330","-0.02"
"Mar 04, 2016","78.485","78.370","78.525","78.320","-0.01"
"Mar 03, 2016","78.495","78.380","78.505","78.320","-0.01"
"Mar 02, 2016","78.505","78.320","78.525","78.320","0.08"
"Mar 01, 2016","78.445","78.340","78.465","78.320","-0.16"
"Feb 29, 2016","78.570","78.330","78.620","78.330","0.15"
"Feb 26, 2016","78.455","78.350","78.775","78.330","-0.03"
"Feb 25, 2016","78.475","78.370","78.525","78.350","-0.03"
"Feb 24, 2016","78.495","78.360","78.525","78.360","0.01"
"Feb 23, 2016","78.485","78.380","78.545","78.360","-0.14"
"Feb 22, 2016","78.595","78.400","78.595","78.380","0.09"
"Feb 19, 2016","78.525","78.500","78.625","78.400","-0.13"
"Feb 18, 2016","78.625","78.400","78.715","78.400","0.13"
"Feb 17, 2016","78.525","78.380","78.715","78.380","0.03"
"Feb 16, 2016","78.505","78.400","78.545","78.380","-0.03"
"Feb 15, 2016","78.525","78.400","78.775","78.400","0.00"
"Feb 12, 2016","78.525","78.570","78.715","78.400","-0.22"
"Feb 11, 2016","78.695","78.580","78.715","78.490","-0.01"
"Feb 10, 2016","78.705","78.650","78.775","78.580","-0.09"
"Feb 09, 2016","78.775","78.680","78.805","78.570","-0.04"
"Feb 08, 2016","78.805","78.470","78.825","78.470","0.27"
"Feb 05, 2016","78.595","78.480","78.715","78.470","-0.01"
"Feb 04, 2016","78.605","78.520","78.645","78.480","-0.05"
"Feb 03, 2016","78.645","78.530","78.665","78.510","-0.01"
"Feb 02, 2016","78.655","78.300","78.675","78.300","0.29"
"Feb 01, 2016","78.425","78.330","78.545","78.300","-0.04"
"Jan 29, 2016","78.455","78.350","78.545","78.330","-0.03"
"Jan 28, 2016","78.475","78.330","78.545","78.330","0.03"
"Jan 27, 2016","78.455","78.350","78.545","78.330","-0.03"
"Jan 26, 2016","78.475","78.400","78.575","78.350","-0.06"
"Jan 25, 2016","78.525","78.350","78.545","78.350","0.06"
"Jan 22, 2016","78.475","78.380","78.525","78.350","-0.04"
"Jan 21, 2016","78.505","78.430","78.555","78.370","-0.06"
"Jan 20, 2016","78.555","78.430","78.575","78.370","0.00"
"Jan 19, 2016","78.555","78.400","78.575","78.370","0.04"
"Jan 18, 2016","78.525","78.420","78.575","78.400","-0.03"
"Jan 15, 2016","78.545","78.430","78.555","78.370","-0.01"
"Jan 14, 2016","78.555","78.350","78.575","78.350","0.10"
"Jan 13, 2016","78.475","78.270","78.575","78.270","0.10"
"Jan 12, 2016","78.395","78.330","78.575","78.270","-0.08"
"Jan 11, 2016","78.455","78.270","78.575","78.270","0.08"
"Jan 08, 2016","78.395","78.300","78.445","78.270","-0.04"
"Jan 07, 2016","78.425","78.380","78.525","78.300","-0.10"
