pc_code,pc_description,unit,country_code,quantity,value,pc_type,country_name
99,Other_Commodities,Na,3291,NA,5.529206,OtherCommodities,Nigeria
99,Other_Commodities,Na,5423,NA,494.24548,OtherCommodities,U_S_A
99,Other_Commodities,Na,10077,NA,760.168808,OtherCommodities,China_P_Rp
99,Other_Commodities,Na,10179,NA,82.5975,OtherCommodities,Hong_Kong
99,Other_Commodities,Na,10187,NA,57.645662,OtherCommodities,Indonesia
99,Other_Commodities,Na,10189,NA,16.025546,OtherCommodities,Iran
99,Other_Commodities,Na,10205,NA,58.0533,OtherCommodities,Japan
99,Other_Commodities,Na,10217,NA,104.473869,OtherCommodities,Korea_Rp
99,Other_Commodities,Na,10245,NA,32.117518,OtherCommodities,Malaysia
99,Other_Commodities,Na,10437,NA,46.566642,OtherCommodities,Vietnam_Soc_Rep
99,Other_Commodities,Na,11191,NA,0.000776,OtherCommodities,Iraq
99,Other_Commodities,Na,11301,NA,12.853184,OtherCommodities,Oman
99,Other_Commodities,Na,11351,NA,8.604149,OtherCommodities,Saudi_Arab
99,Other_Commodities,Na,11419,NA,78.132695,OtherCommodities,U_Arab_Emts
99,Other_Commodities,Na,13147,NA,194.08786,OtherCommodities,Germany
99,Other_Commodities,Na,13421,NA,60.966111,OtherCommodities,U_K
99,Other_Commodities,Na,14389,NA,18.484984,OtherCommodities,Switzerland
A1,Tea,Kgs,5423,35514,0.337427,Agriculture_allied_products,U_S_A
A1,Tea,Kgs,10077,705284,2.187063,Agriculture_allied_products,China_P_Rp
A1,Tea,Kgs,10179,15,0.000181,Agriculture_allied_products,Hong_Kong
A1,Tea,Kgs,10187,1725472,2.974414,Agriculture_allied_products,Indonesia
A1,Tea,Kgs,10189,2396520,2.876581,Agriculture_allied_products,Iran
A1,Tea,Kgs,10205,1911,0.047843,Agriculture_allied_products,Japan
A1,Tea,Kgs,10217,255,0.00618,Agriculture_allied_products,Korea_Rp
A1,Tea,Kgs,10245,17462,0.032168,Agriculture_allied_products,Malaysia
A1,Tea,Kgs,10437,966725,1.245632,Agriculture_allied_products,Vietnam_Soc_Rep
A1,Tea,Kgs,11419,69860,0.192785,Agriculture_allied_products,U_Arab_Emts
A1,Tea,Kgs,13147,59188,0.308685,Agriculture_allied_products,Germany
A1,Tea,Kgs,13421,33906,0.363722,Agriculture_allied_products,U_K
A1,Tea,Kgs,14389,100,0.003496,Agriculture_allied_products,Switzerland
A2,Coffee,Kgs,5423,27412,0.508302,Agriculture_allied_products,U_S_A
A2,Coffee,Kgs,10077,1881654,3.499432,Agriculture_allied_products,China_P_Rp
A2,Coffee,Kgs,10187,15264388,30.444204,Agriculture_allied_products,Indonesia
A2,Coffee,Kgs,10189,2001,0.022213,Agriculture_allied_products,Iran
A2,Coffee,Kgs,10217,27695,0.739605,Agriculture_allied_products,Korea_Rp
A2,Coffee,Kgs,10245,44331,0.502956,Agriculture_allied_products,Malaysia
A2,Coffee,Kgs,10437,45759048,94.158959,Agriculture_allied_products,Vietnam_Soc_Rep
A2,Coffee,Kgs,11419,34578,0.193842,Agriculture_allied_products,U_Arab_Emts
A2,Coffee,Kgs,13147,19138,0.126287,Agriculture_allied_products,Germany
A2,Coffee,Kgs,13421,6973,0.053633,Agriculture_allied_products,U_K
A2,Coffee,Kgs,14389,56,0.002022,Agriculture_allied_products,Switzerland
A4,Rice(Other_Than_Basmoti),Ton,5423,422,0.330791,Agriculture_allied_products,U_S_A
A4,Rice(Other_Than_Basmoti),Ton,10205,0,0.010791,Agriculture_allied_products,Japan
A4,Rice(Other_Than_Basmoti),Ton,11419,50,0.042639,Agriculture_allied_products,U_Arab_Emts
A6,Other_Cereals,Ton,5423,193,0.169378,Agriculture_allied_products,U_S_A
A6,Other_Cereals,Ton,10187,0,0.001412,Agriculture_allied_products,Indonesia
A6,Other_Cereals,Ton,11419,69,0.029269,Agriculture_allied_products,U_Arab_Emts
A7,Pulses,Ton,5423,312230,168.376471,Agriculture_allied_products,U_S_A
A7,Pulses,Ton,10077,71107,72.343632,Agriculture_allied_products,China_P_Rp
A7,Pulses,Ton,10187,2661,3.260951,Agriculture_allied_products,Indonesia
A7,Pulses,Ton,10189,24,0.027094,Agriculture_allied_products,Iran
A7,Pulses,Ton,10245,312,0.313534,Agriculture_allied_products,Malaysia
A7,Pulses,Ton,11419,167,0.122671,Agriculture_allied_products,U_Arab_Emts
A8,Tobacco_Unmanufactured,Kgs,5423,33801,0.321938,Agriculture_allied_products,U_S_A
A8,Tobacco_Unmanufactured,Kgs,10187,96400,0.721154,Agriculture_allied_products,Indonesia
A8,Tobacco_Unmanufactured,Kgs,10205,12,0.000503,Agriculture_allied_products,Japan
A8,Tobacco_Unmanufactured,Kgs,10217,2640,0.022047,Agriculture_allied_products,Korea_Rp
A8,Tobacco_Unmanufactured,Kgs,10245,6,0.000251,Agriculture_allied_products,Malaysia
A8,Tobacco_Unmanufactured,Kgs,10437,8500,0.038039,Agriculture_allied_products,Vietnam_Soc_Rep
A8,Tobacco_Unmanufactured,Kgs,13147,12976,0.091642,Agriculture_allied_products,Germany
A9,Tobacco_Manufactured,Na,5423,NA,0.345247,Agriculture_allied_products,U_S_A
A9,Tobacco_Manufactured,Na,10077,NA,1.842271,Agriculture_allied_products,China_P_Rp
A9,Tobacco_Manufactured,Na,10179,NA,0.095467,Agriculture_allied_products,Hong_Kong
A9,Tobacco_Manufactured,Na,10187,NA,1.812966,Agriculture_allied_products,Indonesia
A9,Tobacco_Manufactured,Na,10205,NA,0.003302,Agriculture_allied_products,Japan
A9,Tobacco_Manufactured,Na,10217,NA,0.174272,Agriculture_allied_products,Korea_Rp
A9,Tobacco_Manufactured,Na,10245,NA,3.408023,Agriculture_allied_products,Malaysia
A9,Tobacco_Manufactured,Na,11419,NA,1.11456,Agriculture_allied_products,U_Arab_Emts
A9,Tobacco_Manufactured,Na,13147,NA,1.870283,Agriculture_allied_products,Germany
A9,Tobacco_Manufactured,Na,13421,NA,0.663198,Agriculture_allied_products,U_K
A9,Tobacco_Manufactured,Na,14389,NA,0.537558,Agriculture_allied_products,Switzerland
B1,Spices,Kgs,3291,7021236,10.968876,Agriculture_allied_products,Nigeria
B1,Spices,Kgs,5423,1764613,8.487012,Agriculture_allied_products,U_S_A
B1,Spices,Kgs,10077,9744906,54.556921,Agriculture_allied_products,China_P_Rp
B1,Spices,Kgs,10179,126373,0.359134,Agriculture_allied_products,Hong_Kong
B1,Spices,Kgs,10187,11625080,47.596836,Agriculture_allied_products,Indonesia
B1,Spices,Kgs,10189,157152,7.126281,Agriculture_allied_products,Iran
B1,Spices,Kgs,10205,79408,0.29454,Agriculture_allied_products,Japan
B1,Spices,Kgs,10217,89201,0.075371,Agriculture_allied_products,Korea_Rp
B1,Spices,Kgs,10245,327340,0.975305,Agriculture_allied_products,Malaysia
B1,Spices,Kgs,10437,39746166,154.044396,Agriculture_allied_products,Vietnam_Soc_Rep
B1,Spices,Kgs,11301,170,0.000482,Agriculture_allied_products,Oman
B1,Spices,Kgs,11419,412174,2.351627,Agriculture_allied_products,U_Arab_Emts
B1,Spices,Kgs,13147,422976,6.062261,Agriculture_allied_products,Germany
B1,Spices,Kgs,13421,156745,1.108017,Agriculture_allied_products,U_K
B1,Spices,Kgs,14389,41040,0.412545,Agriculture_allied_products,Switzerland
B2,Cashew,Ton,3291,25850,25.160416,Agriculture_allied_products,Nigeria
B2,Cashew,Ton,5423,16,0.133945,Agriculture_allied_products,U_S_A
B2,Cashew,Ton,10077,1,0.00061,Agriculture_allied_products,China_P_Rp
B2,Cashew,Ton,10187,10967,15.830155,Agriculture_allied_products,Indonesia
B2,Cashew,Ton,10437,861,4.467451,Agriculture_allied_products,Vietnam_Soc_Rep
B2,Cashew,Ton,11419,0,8.40E-05,Agriculture_allied_products,U_Arab_Emts
B3,Cashew_Nut_Shell_Liquid,Kgs,10077,997396,1.205746,Agriculture_allied_products,China_P_Rp
B3,Cashew_Nut_Shell_Liquid,Kgs,10437,599000,0.367749,Agriculture_allied_products,Vietnam_Soc_Rep
B4,Sesame_Seeds,Kgs,3291,1774310,3.755196,Agriculture_allied_products,Nigeria
B4,Sesame_Seeds,Kgs,10217,618000,1.578567,Agriculture_allied_products,Korea_Rp
B7,Other_Oil_Seeds,Ton,3291,1685,0.714807,Agriculture_allied_products,Nigeria
B7,Other_Oil_Seeds,Ton,5423,126,0.113782,Agriculture_allied_products,U_S_A
B7,Other_Oil_Seeds,Ton,10077,7,0.009291,Agriculture_allied_products,China_P_Rp
B7,Other_Oil_Seeds,Ton,10189,372,0.171788,Agriculture_allied_products,Iran
B8,Vegetable_Oils,Ton,5423,1164,2.395389,Agriculture_allied_products,U_S_A
B8,Vegetable_Oils,Ton,10077,23,0.253075,Agriculture_allied_products,China_P_Rp
B8,Vegetable_Oils,Ton,10179,25,0.064349,Agriculture_allied_products,Hong_Kong
B8,Vegetable_Oils,Ton,10187,4930877,3887.695638,Agriculture_allied_products,Indonesia
B8,Vegetable_Oils,Ton,10189,12630,9.855433,Agriculture_allied_products,Iran
B8,Vegetable_Oils,Ton,10205,3,0.033461,Agriculture_allied_products,Japan
B8,Vegetable_Oils,Ton,10217,2,0.004252,Agriculture_allied_products,Korea_Rp
B8,Vegetable_Oils,Ton,10245,3294711,2587.899939,Agriculture_allied_products,Malaysia
B8,Vegetable_Oils,Ton,10437,3975,3.233138,Agriculture_allied_products,Vietnam_Soc_Rep
B8,Vegetable_Oils,Ton,11351,5000,4.44242,Agriculture_allied_products,Saudi_Arab
B8,Vegetable_Oils,Ton,11419,239843,216.889943,Agriculture_allied_products,U_Arab_Emts
B8,Vegetable_Oils,Ton,13147,23,0.114091,Agriculture_allied_products,Germany
B8,Vegetable_Oils,Ton,13421,5,0.00644,Agriculture_allied_products,U_K
B8,Vegetable_Oils,Ton,14389,0,0.000429,Agriculture_allied_products,Switzerland
B9,Oil_Meals,Ton,5423,21,0.098534,Agriculture_allied_products,U_S_A
B9,Oil_Meals,Ton,10077,203,0.056596,Agriculture_allied_products,China_P_Rp
B9,Oil_Meals,Ton,10187,67756,16.958472,Agriculture_allied_products,Indonesia
B9,Oil_Meals,Ton,10245,200,0.15468,Agriculture_allied_products,Malaysia
B9,Oil_Meals,Ton,13147,1,0.015413,Agriculture_allied_products,Germany
C1,Guergam_Meal,Ton,5423,87,0.688226,Agriculture_allied_products,U_S_A
C1,Guergam_Meal,Ton,10217,0,0.000782,Agriculture_allied_products,Korea_Rp
C1,Guergam_Meal,Ton,10245,0,0.00078,Agriculture_allied_products,Malaysia
C1,Guergam_Meal,Ton,13147,12,0.041442,Agriculture_allied_products,Germany
C2,Castor_Oil,Kgs,5423,3953,0.115133,Agriculture_allied_products,U_S_A
C2,Castor_Oil,Kgs,10077,45630,0.158576,Agriculture_allied_products,China_P_Rp
C2,Castor_Oil,Kgs,10205,693,0.006691,Agriculture_allied_products,Japan
C2,Castor_Oil,Kgs,13147,1043,0.004583,Agriculture_allied_products,Germany
C2,Castor_Oil,Kgs,14389,15,8.80E-05,Agriculture_allied_products,Switzerland
C3,Shellac,Kgs,5423,26582,0.572548,Agriculture_allied_products,U_S_A
C3,Shellac,Kgs,10077,325390,2.266423,Agriculture_allied_products,China_P_Rp
C3,Shellac,Kgs,10187,178009,0.182103,Agriculture_allied_products,Indonesia
C3,Shellac,Kgs,10437,24650,0.13616,Agriculture_allied_products,Vietnam_Soc_Rep
C3,Shellac,Kgs,13147,421,0.003926,Agriculture_allied_products,Germany
C3,Shellac,Kgs,13421,14150,0.211727,Agriculture_allied_products,U_K
C3,Shellac,Kgs,14389,5,0.000158,Agriculture_allied_products,Switzerland
C4,Sugar,Ton,5423,280,1.158666,Agriculture_allied_products,U_S_A
C4,Sugar,Ton,10077,29,0.266036,Agriculture_allied_products,China_P_Rp
C4,Sugar,Ton,10187,14,0.036558,Agriculture_allied_products,Indonesia
C4,Sugar,Ton,10205,107,0.342573,Agriculture_allied_products,Japan
C4,Sugar,Ton,10217,0,0.002978,Agriculture_allied_products,Korea_Rp
C4,Sugar,Ton,10245,2,0.060336,Agriculture_allied_products,Malaysia
C4,Sugar,Ton,11419,132,0.092262,Agriculture_allied_products,U_Arab_Emts
C4,Sugar,Ton,13147,462,2.511897,Agriculture_allied_products,Germany
C4,Sugar,Ton,13421,72,0.108667,Agriculture_allied_products,U_K
C4,Sugar,Ton,14389,1,0.012728,Agriculture_allied_products,Switzerland
C5,Mollases,Ton,5423,1,0.004945,Agriculture_allied_products,U_S_A
C6,Fruits_/_Vegetable_Seeds,Kgs,5423,515819,12.130112,Agriculture_allied_products,U_S_A
C6,Fruits_/_Vegetable_Seeds,Kgs,10077,142024,4.724033,Agriculture_allied_products,China_P_Rp
C6,Fruits_/_Vegetable_Seeds,Kgs,10187,42714,1.029783,Agriculture_allied_products,Indonesia
C6,Fruits_/_Vegetable_Seeds,Kgs,10205,10629,1.024183,Agriculture_allied_products,Japan
C6,Fruits_/_Vegetable_Seeds,Kgs,10217,77449,2.71699,Agriculture_allied_products,Korea_Rp
C6,Fruits_/_Vegetable_Seeds,Kgs,10245,65,0.000101,Agriculture_allied_products,Malaysia
C6,Fruits_/_Vegetable_Seeds,Kgs,13147,16264,0.51792,Agriculture_allied_products,Germany
C6,Fruits_/_Vegetable_Seeds,Kgs,13421,2,0.002046,Agriculture_allied_products,U_K
C7,Fresh_Fruits,Ton,3291,0,0.000151,Agriculture_allied_products,Nigeria
C7,Fresh_Fruits,Ton,4005,1312,1.218284,Agriculture_allied_products,Algeria
C7,Fresh_Fruits,Ton,5423,136146,551.627107,Agriculture_allied_products,U_S_A
C7,Fresh_Fruits,Ton,10077,71318,74.417261,Agriculture_allied_products,China_P_Rp
C7,Fresh_Fruits,Ton,10179,20,0.098306,Agriculture_allied_products,Hong_Kong
C7,Fresh_Fruits,Ton,10187,6077,12.696695,Agriculture_allied_products,Indonesia
C7,Fresh_Fruits,Ton,10189,42004,104.4216,Agriculture_allied_products,Iran
C7,Fresh_Fruits,Ton,10245,0,0.00656,Agriculture_allied_products,Malaysia
C7,Fresh_Fruits,Ton,10437,1170,1.333083,Agriculture_allied_products,Vietnam_Soc_Rep
C7,Fresh_Fruits,Ton,11191,145758,58.62051,Agriculture_allied_products,Iraq
C7,Fresh_Fruits,Ton,11301,5005,5.45486,Agriculture_allied_products,Oman
C7,Fresh_Fruits,Ton,11351,2583,2.614575,Agriculture_allied_products,Saudi_Arab
C7,Fresh_Fruits,Ton,11419,19149,14.060034,Agriculture_allied_products,U_Arab_Emts
C7,Fresh_Fruits,Ton,13147,16,0.02414,Agriculture_allied_products,Germany
C8,Fresh_Vegetables,Ton,5423,111,0.174102,Agriculture_allied_products,U_S_A
C8,Fresh_Vegetables,Ton,10077,20,0.040221,Agriculture_allied_products,China_P_Rp
C8,Fresh_Vegetables,Ton,11301,0,0.000152,Agriculture_allied_products,Oman
C8,Fresh_Vegetables,Ton,11419,0,0.000503,Agriculture_allied_products,U_Arab_Emts
C9,Processed_Vegetables,Kgs,3291,20,0.000248,Agriculture_allied_products,Nigeria
C9,Processed_Vegetables,Kgs,5423,1041345,1.864709,Agriculture_allied_products,U_S_A
C9,Processed_Vegetables,Kgs,10077,3806501,5.28574,Agriculture_allied_products,China_P_Rp
C9,Processed_Vegetables,Kgs,10179,11264,0.05311,Agriculture_allied_products,Hong_Kong
C9,Processed_Vegetables,Kgs,10187,14970,0.018327,Agriculture_allied_products,Indonesia
C9,Processed_Vegetables,Kgs,10205,50158,0.543601,Agriculture_allied_products,Japan
C9,Processed_Vegetables,Kgs,10217,3464,0.012422,Agriculture_allied_products,Korea_Rp
C9,Processed_Vegetables,Kgs,10245,40503,0.312078,Agriculture_allied_products,Malaysia
C9,Processed_Vegetables,Kgs,11419,165133,0.253381,Agriculture_allied_products,U_Arab_Emts
C9,Processed_Vegetables,Kgs,13147,89819,0.495997,Agriculture_allied_products,Germany
C9,Processed_Vegetables,Kgs,13421,170264,0.185467,Agriculture_allied_products,U_K
C9,Processed_Vegetables,Kgs,14389,4700,0.043508,Agriculture_allied_products,Switzerland
D1,Processed_Fruits_And_Juices,Kgs,4005,28800,0.03194,Agriculture_allied_products,Algeria
D1,Processed_Fruits_And_Juices,Kgs,5423,2749126,8.969654,Agriculture_allied_products,U_S_A
D1,Processed_Fruits_And_Juices,Kgs,10077,7044799,9.739702,Agriculture_allied_products,China_P_Rp
D1,Processed_Fruits_And_Juices,Kgs,10179,6260,0.007498,Agriculture_allied_products,Hong_Kong
D1,Processed_Fruits_And_Juices,Kgs,10187,152948,0.269209,Agriculture_allied_products,Indonesia
D1,Processed_Fruits_And_Juices,Kgs,10189,449940,0.262918,Agriculture_allied_products,Iran
D1,Processed_Fruits_And_Juices,Kgs,10205,32081,0.059174,Agriculture_allied_products,Japan
D1,Processed_Fruits_And_Juices,Kgs,10217,4172,0.012636,Agriculture_allied_products,Korea_Rp
D1,Processed_Fruits_And_Juices,Kgs,10245,835725,1.118803,Agriculture_allied_products,Malaysia
D1,Processed_Fruits_And_Juices,Kgs,10437,115699,0.562466,Agriculture_allied_products,Vietnam_Soc_Rep
D1,Processed_Fruits_And_Juices,Kgs,11191,11850,0.009452,Agriculture_allied_products,Iraq
D1,Processed_Fruits_And_Juices,Kgs,11351,107400,0.136736,Agriculture_allied_products,Saudi_Arab
D1,Processed_Fruits_And_Juices,Kgs,11419,1024720,2.682569,Agriculture_allied_products,U_Arab_Emts
D1,Processed_Fruits_And_Juices,Kgs,13147,177692,0.426304,Agriculture_allied_products,Germany
D1,Processed_Fruits_And_Juices,Kgs,13421,216052,0.639487,Agriculture_allied_products,U_K
D1,Processed_Fruits_And_Juices,Kgs,14389,79687,0.622771,Agriculture_allied_products,Switzerland
D2,Cereal_Preparations,Ton,5423,717,1.866402,Agriculture_allied_products,U_S_A
D2,Cereal_Preparations,Ton,10077,7160,11.542119,Agriculture_allied_products,China_P_Rp
D2,Cereal_Preparations,Ton,10179,44,0.069308,Agriculture_allied_products,Hong_Kong
D2,Cereal_Preparations,Ton,10187,2459,3.305772,Agriculture_allied_products,Indonesia
D2,Cereal_Preparations,Ton,10189,124,0.075841,Agriculture_allied_products,Iran
D2,Cereal_Preparations,Ton,10205,33,0.138013,Agriculture_allied_products,Japan
D2,Cereal_Preparations,Ton,10217,98,0.230516,Agriculture_allied_products,Korea_Rp
D2,Cereal_Preparations,Ton,10245,1421,4.981825,Agriculture_allied_products,Malaysia
D2,Cereal_Preparations,Ton,10437,330,0.636135,Agriculture_allied_products,Vietnam_Soc_Rep
D2,Cereal_Preparations,Ton,11301,63,0.073088,Agriculture_allied_products,Oman
D2,Cereal_Preparations,Ton,11351,0,0.000912,Agriculture_allied_products,Saudi_Arab
D2,Cereal_Preparations,Ton,11419,4092,3.976561,Agriculture_allied_products,U_Arab_Emts
D2,Cereal_Preparations,Ton,13147,38,0.118272,Agriculture_allied_products,Germany
D2,Cereal_Preparations,Ton,13421,2376,3.169204,Agriculture_allied_products,U_K
D2,Cereal_Preparations,Ton,14389,13,0.089693,Agriculture_allied_products,Switzerland
D3,Cocoa_Products,Kgs,3291,2073182,7.084375,Agriculture_allied_products,Nigeria
D3,Cocoa_Products,Kgs,5423,805346,2.758449,Agriculture_allied_products,U_S_A
D3,Cocoa_Products,Kgs,10077,1732681,2.968067,Agriculture_allied_products,China_P_Rp
D3,Cocoa_Products,Kgs,10179,523,0.003508,Agriculture_allied_products,Hong_Kong
D3,Cocoa_Products,Kgs,10187,9966796,33.019186,Agriculture_allied_products,Indonesia
D3,Cocoa_Products,Kgs,10189,9424,0.008478,Agriculture_allied_products,Iran
D3,Cocoa_Products,Kgs,10205,26606,0.223787,Agriculture_allied_products,Japan
D3,Cocoa_Products,Kgs,10217,248,0.001153,Agriculture_allied_products,Korea_Rp
D3,Cocoa_Products,Kgs,10245,7116790,28.684091,Agriculture_allied_products,Malaysia
D3,Cocoa_Products,Kgs,10437,25948,0.133619,Agriculture_allied_products,Vietnam_Soc_Rep
D3,Cocoa_Products,Kgs,11301,90340,0.26151,Agriculture_allied_products,Oman
D3,Cocoa_Products,Kgs,11351,312107,2.558671,Agriculture_allied_products,Saudi_Arab
D3,Cocoa_Products,Kgs,11419,2423416,10.221365,Agriculture_allied_products,U_Arab_Emts
D3,Cocoa_Products,Kgs,13147,350414,2.247635,Agriculture_allied_products,Germany
D3,Cocoa_Products,Kgs,13421,231627,2.292916,Agriculture_allied_products,U_K
D3,Cocoa_Products,Kgs,14389,603670,8.153352,Agriculture_allied_products,Switzerland
D4,Milled_Products,Kgs,3291,1700,0.001534,Agriculture_allied_products,Nigeria
D4,Milled_Products,Kgs,5423,9785,0.051734,Agriculture_allied_products,U_S_A
D4,Milled_Products,Kgs,10077,1222746,1.125315,Agriculture_allied_products,China_P_Rp
D4,Milled_Products,Kgs,10205,4800,0.010781,Agriculture_allied_products,Japan
D4,Milled_Products,Kgs,10217,9520,0.011734,Agriculture_allied_products,Korea_Rp
D4,Milled_Products,Kgs,10245,780,0.001537,Agriculture_allied_products,Malaysia
D4,Milled_Products,Kgs,11419,112560,0.077095,Agriculture_allied_products,U_Arab_Emts
D4,Milled_Products,Kgs,13147,67921,0.237235,Agriculture_allied_products,Germany
D4,Milled_Products,Kgs,13421,24503,0.017438,Agriculture_allied_products,U_K
D5,Misc_Processed_Items,Na,5423,NA,41.691284,Agriculture_allied_products,U_S_A
D5,Misc_Processed_Items,Na,10077,NA,15.868767,Agriculture_allied_products,China_P_Rp
D5,Misc_Processed_Items,Na,10179,NA,0.006167,Agriculture_allied_products,Hong_Kong
D5,Misc_Processed_Items,Na,10187,NA,5.788135,Agriculture_allied_products,Indonesia
D5,Misc_Processed_Items,Na,10189,NA,0.011802,Agriculture_allied_products,Iran
D5,Misc_Processed_Items,Na,10205,NA,1.117919,Agriculture_allied_products,Japan
D5,Misc_Processed_Items,Na,10217,NA,0.858678,Agriculture_allied_products,Korea_Rp
D5,Misc_Processed_Items,Na,10245,NA,6.162314,Agriculture_allied_products,Malaysia
D5,Misc_Processed_Items,Na,10437,NA,4.249423,Agriculture_allied_products,Vietnam_Soc_Rep
D5,Misc_Processed_Items,Na,11301,NA,1.143387,Agriculture_allied_products,Oman
D5,Misc_Processed_Items,Na,11351,NA,0.134455,Agriculture_allied_products,Saudi_Arab
D5,Misc_Processed_Items,Na,11419,NA,3.764076,Agriculture_allied_products,U_Arab_Emts
D5,Misc_Processed_Items,Na,13147,NA,4.261618,Agriculture_allied_products,Germany
D5,Misc_Processed_Items,Na,13421,NA,3.794057,Agriculture_allied_products,U_K
D5,Misc_Processed_Items,Na,14389,NA,0.778279,Agriculture_allied_products,Switzerland
D9,Other_Meat,Ton,5423,0,0.001197,Agriculture_allied_products,U_S_A
D9,Other_Meat,Ton,10217,0,0.001138,Agriculture_allied_products,Korea_Rp
D9,Other_Meat,Ton,13147,25,0.161288,Agriculture_allied_products,Germany
E1,Processed_Meat,Ton,11419,1,0.001094,Agriculture_allied_products,U_Arab_Emts
E1,Processed_Meat,Ton,13147,0,0.00786,Agriculture_allied_products,Germany
E1,Processed_Meat,Ton,13421,0,0.00061,Agriculture_allied_products,U_K
E2,Dairy_Products,Kgs,5423,447634,4.98136,Agriculture_allied_products,U_S_A
E2,Dairy_Products,Kgs,10077,366351,0.861719,Agriculture_allied_products,China_P_Rp
E2,Dairy_Products,Kgs,10205,304,0.003081,Agriculture_allied_products,Japan
E2,Dairy_Products,Kgs,10217,773,0.003132,Agriculture_allied_products,Korea_Rp
E2,Dairy_Products,Kgs,11351,44275,0.272042,Agriculture_allied_products,Saudi_Arab
E2,Dairy_Products,Kgs,11419,22337,0.134458,Agriculture_allied_products,U_Arab_Emts
E2,Dairy_Products,Kgs,13147,336685,2.274539,Agriculture_allied_products,Germany
E2,Dairy_Products,Kgs,13421,1177616,2.701987,Agriculture_allied_products,U_K
E2,Dairy_Products,Kgs,14389,11478,0.125461,Agriculture_allied_products,Switzerland
E3,Poultry_Products,Na,5423,NA,0.688943,Agriculture_allied_products,U_S_A
E3,Poultry_Products,Na,10077,NA,0.002139,Agriculture_allied_products,China_P_Rp
E3,Poultry_Products,Na,10179,NA,0.002172,Agriculture_allied_products,Hong_Kong
E3,Poultry_Products,Na,13147,NA,0.890973,Agriculture_allied_products,Germany
E3,Poultry_Products,Na,13421,NA,0.531931,Agriculture_allied_products,U_K
E4,Floricltr_Products,Kgs,5423,25817,0.369432,Agriculture_allied_products,U_S_A
E4,Floricltr_Products,Kgs,10077,539645,1.63192,Agriculture_allied_products,China_P_Rp
E4,Floricltr_Products,Kgs,10187,9400,0.022415,Agriculture_allied_products,Indonesia
E4,Floricltr_Products,Kgs,10189,20000,0.268155,Agriculture_allied_products,Iran
E4,Floricltr_Products,Kgs,10205,1036,0.043402,Agriculture_allied_products,Japan
E4,Floricltr_Products,Kgs,10245,17500,0.037166,Agriculture_allied_products,Malaysia
E4,Floricltr_Products,Kgs,10437,8630,0.037851,Agriculture_allied_products,Vietnam_Soc_Rep
E4,Floricltr_Products,Kgs,11419,18050,0.216412,Agriculture_allied_products,U_Arab_Emts
E4,Floricltr_Products,Kgs,13147,3814,0.013071,Agriculture_allied_products,Germany
E4,Floricltr_Products,Kgs,13421,17393,0.2679,Agriculture_allied_products,U_K
E5,Natural_Rubber,Ton,3291,2338,4.034731,Agriculture_allied_products,Nigeria
E5,Natural_Rubber,Ton,5423,18,0.034422,Agriculture_allied_products,U_S_A
E5,Natural_Rubber,Ton,10077,90,0.174656,Agriculture_allied_products,China_P_Rp
E5,Natural_Rubber,Ton,10187,190445,350.637717,Agriculture_allied_products,Indonesia
E5,Natural_Rubber,Ton,10205,20,0.076786,Agriculture_allied_products,Japan
E5,Natural_Rubber,Ton,10217,100,0.197339,Agriculture_allied_products,Korea_Rp
E5,Natural_Rubber,Ton,10245,19283,36.297432,Agriculture_allied_products,Malaysia
E5,Natural_Rubber,Ton,10437,94232,164.873338,Agriculture_allied_products,Vietnam_Soc_Rep
E5,Natural_Rubber,Ton,11419,20,0.029335,Agriculture_allied_products,U_Arab_Emts
E5,Natural_Rubber,Ton,13147,0,2.20E-05,Agriculture_allied_products,Germany
E5,Natural_Rubber,Ton,13421,1,0.001877,Agriculture_allied_products,U_K
E6,Alcoholic_Beverages,Ltr,5423,66380576,63.286392,Agriculture_allied_products,U_S_A
E6,Alcoholic_Beverages,Ltr,10077,104514,0.138707,Agriculture_allied_products,China_P_Rp
E6,Alcoholic_Beverages,Ltr,10179,3658,0.072416,Agriculture_allied_products,Hong_Kong
E6,Alcoholic_Beverages,Ltr,10187,11760,0.040142,Agriculture_allied_products,Indonesia
E6,Alcoholic_Beverages,Ltr,10205,51963,0.210295,Agriculture_allied_products,Japan
E6,Alcoholic_Beverages,Ltr,10217,480598,3.227331,Agriculture_allied_products,Korea_Rp
E6,Alcoholic_Beverages,Ltr,10245,90282,0.047868,Agriculture_allied_products,Malaysia
E6,Alcoholic_Beverages,Ltr,10437,41881,0.037667,Agriculture_allied_products,Vietnam_Soc_Rep
E6,Alcoholic_Beverages,Ltr,11419,1536570,5.978424,Agriculture_allied_products,U_Arab_Emts
E6,Alcoholic_Beverages,Ltr,13147,893880,1.842845,Agriculture_allied_products,Germany
E6,Alcoholic_Beverages,Ltr,13421,31452033,213.914536,Agriculture_allied_products,U_K
E6,Alcoholic_Beverages,Ltr,14389,782799,0.950626,Agriculture_allied_products,Switzerland
E7,Marine_Products,Kgs,5423,679926,13.051785,Agriculture_allied_products,U_S_A
E7,Marine_Products,Kgs,10077,329753,0.620678,Agriculture_allied_products,China_P_Rp
E7,Marine_Products,Kgs,10179,576,0.069839,Agriculture_allied_products,Hong_Kong
E7,Marine_Products,Kgs,10187,673964,1.567131,Agriculture_allied_products,Indonesia
