"","pc_code","pc_description","unit","country_code","country_name","quantity","value","pc_type"
"1","99","Other Commodities","Na",599,"Unspecified",NA,6925.755648,"OtherCommodities"
"2","99","Other Commodities","Na",1213,"Kenya",NA,4.977579,"OtherCommodities"
"3","99","Other Commodities","Na",1395,"Tanzania Rep",NA,3.859614,"OtherCommodities"
"4","99","Other Commodities","Na",1417,"Uganda",NA,0.006412,"OtherCommodities"
"5","99","Other Commodities","Na",2035,"Benin",NA,1.030157,"OtherCommodities"
"6","99","Other Commodities","Na",2057,"Cameroon",NA,3.337303,"OtherCommodities"
"7","99","Other Commodities","Na",2067,"C Afri Rep",NA,2e-06,"OtherCommodities"
"8","99","Other Commodities","Na",2069,"Chad",NA,2.059361,"OtherCommodities"
"9","99","Other Commodities","Na",2087,"Congo P Rep",NA,2.304299,"OtherCommodities"
"10","99","Other Commodities","Na",2141,"Gabon",NA,0.27285,"OtherCommodities"
"11","99","Other Commodities","Na",2199,"Cote D' Ivoire",NA,1.904218,"OtherCommodities"
"12","99","Other Commodities","Na",2241,"Madagascar",NA,9.407807,"OtherCommodities"
"13","99","Other Commodities","Na",2255,"Mauritania",NA,1.712627,"OtherCommodities"
"14","99","Other Commodities","Na",2257,"Mauritius",NA,0.191706,"OtherCommodities"
"15","99","Other Commodities","Na",2289,"Niger",NA,2.4e-05,"OtherCommodities"
"16","99","Other Commodities","Na",2353,"Senegal",NA,1.256405,"OtherCommodities"
"17","99","Other Commodities","Na",2399,"Togo",NA,0.636765,"OtherCommodities"
"18","99","Other Commodities","Na",2459,"Congo D. Rep.",NA,6.366233,"OtherCommodities"
"19","99","Other Commodities","Na",3011,"Angola",NA,3.891963,"OtherCommodities"
"20","99","Other Commodities","Na",3041,"Botswana",NA,8e-06,"OtherCommodities"
"21","99","Other Commodities","Na",3053,"Burundi",NA,0.027466,"OtherCommodities"
"22","99","Other Commodities","Na",3063,"Cape Verde Is",NA,0.197719,"OtherCommodities"
"23","99","Other Commodities","Na",3085,"Comoros",NA,0.026837,"OtherCommodities"
"24","99","Other Commodities","Na",3102,"Djibouti",NA,0.128169,"OtherCommodities"
"25","99","Other Commodities","Na",3115,"Ethiopia",NA,0.788205,"OtherCommodities"
"26","99","Other Commodities","Na",3116,"Eritrea",NA,0.064225,"OtherCommodities"
"27","99","Other Commodities","Na",3117,"Equtl Guinea",NA,0.066511,"OtherCommodities"
"28","99","Other Commodities","Na",3143,"Gambia",NA,1.079585,"OtherCommodities"
"29","99","Other Commodities","Na",3149,"Ghana",NA,2.148768,"OtherCommodities"
"30","99","Other Commodities","Na",3167,"Guinea",NA,0.751904,"OtherCommodities"
"31","99","Other Commodities","Na",3169,"Guinea Bissau",NA,0.102432,"OtherCommodities"
"32","99","Other Commodities","Na",3227,"Lesotho",NA,0.058545,"OtherCommodities"
"33","99","Other Commodities","Na",3229,"Liberia",NA,1.207047,"OtherCommodities"
"34","99","Other Commodities","Na",3243,"Malawi",NA,0.000602,"OtherCommodities"
"35","99","Other Commodities","Na",3249,"Mali",NA,0.158826,"OtherCommodities"
"36","99","Other Commodities","Na",3267,"Mozambique",NA,0.151082,"OtherCommodities"
"37","99","Other Commodities","Na",3269,"Namibia",NA,0.479743,"OtherCommodities"
"38","99","Other Commodities","Na",3291,"Nigeria",NA,5.529206,"OtherCommodities"
"39","99","Other Commodities","Na",3339,"Reunion",NA,0.138259,"OtherCommodities"
"40","99","Other Commodities","Na",3355,"Seychelles",NA,0.025833,"OtherCommodities"
"41","99","Other Commodities","Na",3357,"Sierra Leone",NA,0.783904,"OtherCommodities"
"42","99","Other Commodities","Na",3363,"Somalia",NA,0.010957,"OtherCommodities"
"43","99","Other Commodities","Na",3385,"Swaziland",NA,1.600694,"OtherCommodities"
"44","99","Other Commodities","Na",3461,"Zambia",NA,0.006468,"OtherCommodities"
"45","99","Other Commodities","Na",4111,"Egypt A Rp",NA,5.426078,"OtherCommodities"
"46","99","Other Commodities","Na",4231,"Libya",NA,3.192425,"OtherCommodities"
"47","99","Other Commodities","Na",4265,"Morocco",NA,1.568291,"OtherCommodities"
"48","99","Other Commodities","Na",4365,"South Africa",NA,26.037674,"OtherCommodities"
"49","99","Other Commodities","Na",4381,"Sudan",NA,17.368376,"OtherCommodities"
"50","99","Other Commodities","Na",4407,"Tunisia",NA,1.069469,"OtherCommodities"
"51","99","Other Commodities","Na",4463,"Zimbabwe",NA,1.975858,"OtherCommodities"
"52","99","Other Commodities","Na",5059,"Canada",NA,21.630393,"OtherCommodities"
"53","99","Other Commodities","Na",5157,"Greenland",NA,0.001502,"OtherCommodities"
"54","99","Other Commodities","Na",5423,"U S A",NA,494.24548,"OtherCommodities"
"55","99","Other Commodities","Na",5424,"Us Minor Outlying Islands",NA,0.002373,"OtherCommodities"
"56","99","Other Commodities","Na",6015,"Argentina",NA,7.151347,"OtherCommodities"
"57","99","Other Commodities","Na",6043,"Brazil",NA,47.316195,"OtherCommodities"
"58","99","Other Commodities","Na",6073,"Chile",NA,0.527606,"OtherCommodities"
"59","99","Other Commodities","Na",6083,"Colombia",NA,0.005387,"OtherCommodities"
"60","99","Other Commodities","Na",6109,"Ecuador",NA,0.208753,"OtherCommodities"
"61","99","Other Commodities","Na",6317,"Paraguay",NA,0.303191,"OtherCommodities"
"62","99","Other Commodities","Na",6319,"Peru",NA,1.720657,"OtherCommodities"
"63","99","Other Commodities","Na",6427,"Uruguay",NA,0.663052,"OtherCommodities"
"64","99","Other Commodities","Na",6433,"Venezuela",NA,0.043146,"OtherCommodities"
"65","99","Other Commodities","Na",7012,"Anguilla",NA,9e-05,"OtherCommodities"
"66","99","Other Commodities","Na",7031,"Belize",NA,0.012053,"OtherCommodities"
"67","99","Other Commodities","Na",7203,"Jamaica",NA,0.302839,"OtherCommodities"
"68","99","Other Commodities","Na",7373,"St Kitt N A",NA,0.000351,"OtherCommodities"
"69","99","Other Commodities","Na",7375,"St Lucia",NA,0.002427,"OtherCommodities"
"70","99","Other Commodities","Na",7405,"Trinidad",NA,0.183455,"OtherCommodities"
"71","99","Other Commodities","Na",8091,"Costa Rica",NA,0.000626,"OtherCommodities"
"72","99","Other Commodities","Na",8113,"El Salvador",NA,0.159927,"OtherCommodities"
"73","99","Other Commodities","Na",8165,"Guatemala",NA,0.15767,"OtherCommodities"
"74","99","Other Commodities","Na",8177,"Honduras",NA,0.071224,"OtherCommodities"
"75","99","Other Commodities","Na",8287,"Nicaragua",NA,0.930865,"OtherCommodities"
"76","99","Other Commodities","Na",9007,"Ameri Samoa",NA,2e-05,"OtherCommodities"
"77","99","Other Commodities","Na",9103,"Dominic Rep",NA,0.063397,"OtherCommodities"
"78","99","Other Commodities","Na",9175,"Haiti",NA,0.051471,"OtherCommodities"
"79","99","Other Commodities","Na",9259,"Mexico",NA,3.486606,"OtherCommodities"
"80","99","Other Commodities","Na",9277,"Netherlandantil",NA,0.335845,"OtherCommodities"
"81","99","Other Commodities","Na",9311,"Panama Republic",NA,0.005377,"OtherCommodities"
"82","99","Other Commodities","Na",9331,"Puerto Rico",NA,0.321452,"OtherCommodities"
"83","99","Other Commodities","Na",9383,"Suriname",NA,149.803382,"OtherCommodities"
"84","99","Other Commodities","Na",9439,"Virgin Is Us",NA,0.016255,"OtherCommodities"
"85","99","Other Commodities","Na",10001,"Afghanistan",NA,4.151495,"OtherCommodities"
"86","99","Other Commodities","Na",10014,"Antartica",NA,1.1e-05,"OtherCommodities"
"87","99","Other Commodities","Na",10017,"Australia",NA,7.669063,"OtherCommodities"
"88","99","Other Commodities","Na",10027,"Bangladesh Pr",NA,9.490126,"OtherCommodities"
"89","99","Other Commodities","Na",10038,"Bhutan",NA,0.433524,"OtherCommodities"
"90","99","Other Commodities","Na",10047,"Brunei",NA,4.1e-05,"OtherCommodities"
"91","99","Other Commodities","Na",10056,"Cambodia",NA,0.034363,"OtherCommodities"
"92","99","Other Commodities","Na",10077,"China P Rp",NA,760.168808,"OtherCommodities"
"93","99","Other Commodities","Na",10127,"Fiji Is",NA,0.000837,"OtherCommodities"
"94","99","Other Commodities","Na",10179,"Hong Kong",NA,82.5975,"OtherCommodities"
"95","99","Other Commodities","Na",10187,"Indonesia",NA,57.645662,"OtherCommodities"
"96","99","Other Commodities","Na",10189,"Iran",NA,16.025546,"OtherCommodities"
"97","99","Other Commodities","Na",10205,"Japan",NA,58.0533,"OtherCommodities"
"98","99","Other Commodities","Na",10217,"Korea Rp",NA,104.473869,"OtherCommodities"
"99","99","Other Commodities","Na",10223,"Lao Pd Rp",NA,0.037618,"OtherCommodities"
"100","99","Other Commodities","Na",10245,"Malaysia",NA,32.117518,"OtherCommodities"
"101","99","Other Commodities","Na",10258,"Myanmar",NA,11.337588,"OtherCommodities"
"102","99","Other Commodities","Na",10261,"Mongolia",NA,0.000837,"OtherCommodities"
"103","99","Other Commodities","Na",10273,"Nepal",NA,23.57982,"OtherCommodities"
"104","99","Other Commodities","Na",10285,"New Zealand",NA,5.318833,"OtherCommodities"
"105","99","Other Commodities","Na",10309,"Pakistan Ir",NA,6.28223,"OtherCommodities"
"106","99","Other Commodities","Na",10315,"Papua N Gna",NA,0.00249,"OtherCommodities"
"107","99","Other Commodities","Na",10323,"Philippines",NA,9.462364,"OtherCommodities"
"108","99","Other Commodities","Na",10359,"Singapore",NA,120.638854,"OtherCommodities"
"109","99","Other Commodities","Na",10369,"Sri Lanka Dsr",NA,48.5726,"OtherCommodities"
"110","99","Other Commodities","Na",10397,"Thailand",NA,102.624621,"OtherCommodities"
"111","99","Other Commodities","Na",10437,"Vietnam Soc Rep",NA,46.566642,"OtherCommodities"
"112","99","Other Commodities","Na",10447,"Samoa",NA,1.5e-05,"OtherCommodities"
"113","99","Other Commodities","Na",11025,"Baharain Is",NA,2.918328,"OtherCommodities"
"114","99","Other Commodities","Na",11191,"Iraq",NA,0.000776,"OtherCommodities"
"115","99","Other Commodities","Na",11207,"Jordan",NA,0.132233,"OtherCommodities"
"116","99","Other Commodities","Na",11219,"Kuwait",NA,7.025268,"OtherCommodities"
"117","99","Other Commodities","Na",11225,"Lebanon",NA,0.011651,"OtherCommodities"
"118","99","Other Commodities","Na",11301,"Oman",NA,12.853184,"OtherCommodities"
"119","99","Other Commodities","Na",11335,"Qatar",NA,1.176284,"OtherCommodities"
"120","99","Other Commodities","Na",11351,"Saudi Arab",NA,8.604149,"OtherCommodities"
"121","99","Other Commodities","Na",11419,"U Arab Emts",NA,78.132695,"OtherCommodities"
"122","99","Other Commodities","Na",11453,"Yemen Republc",NA,0.622669,"OtherCommodities"
"123","99","Other Commodities","Na",12075,"Taiwan",NA,27.937771,"OtherCommodities"
"124","99","Other Commodities","Na",12131,"Fr Guiana",NA,0.839474,"OtherCommodities"
"125","99","Other Commodities","Na",12195,"Israel",NA,72.68005,"OtherCommodities"
"126","99","Other Commodities","Na",12215,"Korea Dp Rp",NA,1.846972,"OtherCommodities"
"127","99","Other Commodities","Na",12239,"Macao",NA,0.000828,"OtherCommodities"
"128","99","Other Commodities","Na",12247,"Maldives",NA,0.008426,"OtherCommodities"
"129","99","Other Commodities","Na",12401,"Tokelau Is",NA,0.001761,"OtherCommodities"
"130","99","Other Commodities","Na",13019,"Austria",NA,6.265781,"OtherCommodities"
"131","99","Other Commodities","Na",13033,"Belgium",NA,37.253103,"OtherCommodities"
"132","99","Other Commodities","Na",13101,"Denmark",NA,19.139366,"OtherCommodities"
"133","99","Other Commodities","Na",13125,"Finland",NA,282.112181,"OtherCommodities"
"134","99","Other Commodities","Na",13129,"France",NA,91.627613,"OtherCommodities"
"135","99","Other Commodities","Na",13147,"Germany",NA,194.08786,"OtherCommodities"
"136","99","Other Commodities","Na",13155,"Greece",NA,1.555878,"OtherCommodities"
"137","99","Other Commodities","Na",13193,"Ireland",NA,15.842836,"OtherCommodities"
"138","99","Other Commodities","Na",13197,"Italy",NA,54.221371,"OtherCommodities"
"139","99","Other Commodities","Na",13235,"Luxembourg",NA,0.255017,"OtherCommodities"
"140","99","Other Commodities","Na",13262,"Monaco",NA,0.001834,"OtherCommodities"
"141","99","Other Commodities","Na",13275,"Netherland",NA,54.790036,"OtherCommodities"
"142","99","Other Commodities","Na",13327,"Portugal",NA,12.571288,"OtherCommodities"
"143","99","Other Commodities","Na",13346,"San Marino",NA,0.000865,"OtherCommodities"
"144","99","Other Commodities","Na",13367,"Spain",NA,30.737383,"OtherCommodities"
"145","99","Other Commodities","Na",13387,"Sweden",NA,37.594852,"OtherCommodities"
"146","99","Other Commodities","Na",13421,"U K",NA,60.966111,"OtherCommodities"
"147","99","Other Commodities","Na",14185,"Iceland",NA,0.035357,"OtherCommodities"
"148","99","Other Commodities","Na",14297,"Norway",NA,5.245167,"OtherCommodities"
"149","99","Other Commodities","Na",14389,"Switzerland",NA,18.484984,"OtherCommodities"
"150","99","Other Commodities","Na",15003,"Albania",NA,6.3e-05,"OtherCommodities"
"151","99","Other Commodities","Na",15016,"Armenia",NA,2.6e-05,"OtherCommodities"
"152","99","Other Commodities","Na",15021,"Azerbaijan",NA,0.012415,"OtherCommodities"
"153","99","Other Commodities","Na",15040,"Bosnia-Hrzgovin",NA,0.012765,"OtherCommodities"
"154","99","Other Commodities","Na",15049,"Bulgaria",NA,6.464592,"OtherCommodities"
"155","99","Other Commodities","Na",15055,"Belarus",NA,0.007447,"OtherCommodities"
"156","99","Other Commodities","Na",15092,"Croatia",NA,0.093639,"OtherCommodities"
"157","99","Other Commodities","Na",15098,"Czech Republic",NA,11.402158,"OtherCommodities"
"158","99","Other Commodities","Na",15114,"Estonia",NA,0.253631,"OtherCommodities"
"159","99","Other Commodities","Na",15145,"Georgia",NA,0.019533,"OtherCommodities"
"160","99","Other Commodities","Na",15181,"Hungary",NA,4.243965,"OtherCommodities"
"161","99","Other Commodities","Na",15212,"Kazakhstan",NA,0.404989,"OtherCommodities"
"162","99","Other Commodities","Na",15224,"Latvia",NA,0.060021,"OtherCommodities"
"163","99","Other Commodities","Na",15234,"Lithuania",NA,2.209125,"OtherCommodities"
"164","99","Other Commodities","Na",15240,"Macedonia",NA,0.000668,"OtherCommodities"
"165","99","Other Commodities","Na",15325,"Poland",NA,5.111075,"OtherCommodities"
"166","99","Other Commodities","Na",15343,"Romania",NA,0.518941,"OtherCommodities"
"167","99","Other Commodities","Na",15344,"Russia",NA,7.30503,"OtherCommodities"
"168","99","Other Commodities","Na",15352,"Serbia",NA,0.005096,"OtherCommodities"
"169","99","Other Commodities","Na",15354,"Serbia Montngro",NA,0.002191,"OtherCommodities"
"170","99","Other Commodities","Na",15358,"Slovak Rep",NA,69.205315,"OtherCommodities"
"171","99","Other Commodities","Na",15360,"Slovenia",NA,0.52473,"OtherCommodities"
"172","99","Other Commodities","Na",15393,"Tajikistan",NA,0.001078,"OtherCommodities"
"173","99","Other Commodities","Na",15422,"Ukraine",NA,2.680159,"OtherCommodities"
"174","99","Other Commodities","Na",15430,"Uzbekistan",NA,0.009919,"OtherCommodities"
"175","99","Other Commodities","Na",16095,"Cyprus",NA,0.059955,"OtherCommodities"
"176","99","Other Commodities","Na",16151,"Gibraltar",NA,0.000344,"OtherCommodities"
"177","99","Other Commodities","Na",16233,"Liechtenstein",NA,0.001515,"OtherCommodities"
"178","99","Other Commodities","Na",16251,"Malta",NA,0.018145,"OtherCommodities"
"179","99","Other Commodities","Na",16409,"Turkey",NA,10.269096,"OtherCommodities"
"180","A1","Tea","Kgs",1213,"Kenya",5750040,13.362391,"Agriculture_allied_products"
"181","A1","Tea","Kgs",1395,"Tanzania Rep",215020,0.453196,"Agriculture_allied_products"
"182","A1","Tea","Kgs",1417,"Uganda",47400,0.070806,"Agriculture_allied_products"
"183","A1","Tea","Kgs",2345,"Rwanda",169556,0.510508,"Agriculture_allied_products"
"184","A1","Tea","Kgs",3243,"Malawi",382140,0.725144,"Agriculture_allied_products"
"185","A1","Tea","Kgs",3267,"Mozambique",46830,0.090272,"Agriculture_allied_products"
"186","A1","Tea","Kgs",4365,"South Africa",116540,0.25155,"Agriculture_allied_products"
"187","A1","Tea","Kgs",4463,"Zimbabwe",296900,0.499798,"Agriculture_allied_products"
"188","A1","Tea","Kgs",5423,"U S A",35514,0.337427,"Agriculture_allied_products"
"189","A1","Tea","Kgs",6015,"Argentina",1531480,2.381725,"Agriculture_allied_products"
"190","A1","Tea","Kgs",6073,"Chile",900,0.014672,"Agriculture_allied_products"
"191","A1","Tea","Kgs",10077,"China P Rp",705284,2.187063,"Agriculture_allied_products"
"192","A1","Tea","Kgs",10179,"Hong Kong",15,0.000181,"Agriculture_allied_products"
"193","A1","Tea","Kgs",10187,"Indonesia",1725472,2.974414,"Agriculture_allied_products"
"194","A1","Tea","Kgs",10189,"Iran",2396520,2.876581,"Agriculture_allied_products"
"195","A1","Tea","Kgs",10205,"Japan",1911,0.047843,"Agriculture_allied_products"
"196","A1","Tea","Kgs",10217,"Korea Rp",255,0.00618,"Agriculture_allied_products"
"197","A1","Tea","Kgs",10245,"Malaysia",17462,0.032168,"Agriculture_allied_products"
"198","A1","Tea","Kgs",10273,"Nepal",10853271,18.359275,"Agriculture_allied_products"
"199","A1","Tea","Kgs",10309,"Pakistan Ir",675,0.007373,"Agriculture_allied_products"
"200","A1","Tea","Kgs",10359,"Singapore",3684,0.046815,"Agriculture_allied_products"
"201","A1","Tea","Kgs",10369,"Sri Lanka Dsr",2870035,15.731137,"Agriculture_allied_products"
"202","A1","Tea","Kgs",10397,"Thailand",6108,0.030413,"Agriculture_allied_products"
"203","A1","Tea","Kgs",10437,"Vietnam Soc Rep",966725,1.245632,"Agriculture_allied_products"
"204","A1","Tea","Kgs",11025,"Baharain Is",46,0.000977,"Agriculture_allied_products"
"205","A1","Tea","Kgs",11419,"U Arab Emts",69860,0.192785,"Agriculture_allied_products"
"206","A1","Tea","Kgs",12075,"Taiwan",244,0.00416,"Agriculture_allied_products"
"207","A1","Tea","Kgs",13033,"Belgium",11960,0.023693,"Agriculture_allied_products"
"208","A1","Tea","Kgs",13129,"France",25,0.005129,"Agriculture_allied_products"
"209","A1","Tea","Kgs",13147,"Germany",59188,0.308685,"Agriculture_allied_products"
"210","A1","Tea","Kgs",13193,"Ireland",28740,0.178504,"Agriculture_allied_products"
"211","A1","Tea","Kgs",13197,"Italy",57,0.000151,"Agriculture_allied_products"
"212","A1","Tea","Kgs",13275,"Netherland",44060,0.230185,"Agriculture_allied_products"
"213","A1","Tea","Kgs",13421,"U K",33906,0.363722,"Agriculture_allied_products"
"214","A1","Tea","Kgs",14389,"Switzerland",100,0.003496,"Agriculture_allied_products"
"215","A1","Tea","Kgs",15092,"Croatia",2377,0.009725,"Agriculture_allied_products"
"216","A1","Tea","Kgs",15325,"Poland",50,0.001285,"Agriculture_allied_products"
"217","A1","Tea","Kgs",16409,"Turkey",119,0.002436,"Agriculture_allied_products"
"218","A2","Coffee","Kgs",1213,"Kenya",2985720,4.866771,"Agriculture_allied_products"
"219","A2","Coffee","Kgs",1395,"Tanzania Rep",271379,0.509214,"Agriculture_allied_products"
"220","A2","Coffee","Kgs",1417,"Uganda",7193763,12.898774,"Agriculture_allied_products"
"221","A2","Coffee","Kgs",5423,"U S A",27412,0.508302,"Agriculture_allied_products"
"222","A2","Coffee","Kgs",6043,"Brazil",575760,1.746019,"Agriculture_allied_products"
"223","A2","Coffee","Kgs",8177,"Honduras",690000,1.161571,"Agriculture_allied_products"
"224","A2","Coffee","Kgs",10017,"Australia",656,0.004655,"Agriculture_allied_products"
"225","A2","Coffee","Kgs",10077,"China P Rp",1881654,3.499432,"Agriculture_allied_products"
"226","A2","Coffee","Kgs",10187,"Indonesia",15264388,30.444204,"Agriculture_allied_products"
"227","A2","Coffee","Kgs",10189,"Iran",2001,0.022213,"Agriculture_allied_products"
"228","A2","Coffee","Kgs",10217,"Korea Rp",27695,0.739605,"Agriculture_allied_products"
"229","A2","Coffee","Kgs",10245,"Malaysia",44331,0.502956,"Agriculture_allied_products"
"230","A2","Coffee","Kgs",10309,"Pakistan Ir",14,0.015685,"Agriculture_allied_products"
"231","A2","Coffee","Kgs",10315,"Papua N Gna",5040,0.020795,"Agriculture_allied_products"
"232","A2","Coffee","Kgs",10359,"Singapore",313,0.01005,"Agriculture_allied_products"
"233","A2","Coffee","Kgs",10369,"Sri Lanka Dsr",12588,0.018494,"Agriculture_allied_products"
"234","A2","Coffee","Kgs",10397,"Thailand",38,0.002266,"Agriculture_allied_products"
"235","A2","Coffee","Kgs",10437,"Vietnam Soc Rep",45759048,94.158959,"Agriculture_allied_products"
"236","A2","Coffee","Kgs",11025,"Baharain Is",3000,0.040043,"Agriculture_allied_products"
"237","A2","Coffee","Kgs",11419,"U Arab Emts",34578,0.193842,"Agriculture_allied_products"
"238","A2","Coffee","Kgs",13019,"Austria",200,0.003343,"Agriculture_allied_products"
"239","A2","Coffee","Kgs",13033,"Belgium",771,0.036527,"Agriculture_allied_products"
"240","A2","Coffee","Kgs",13129,"France",20,0.000171,"Agriculture_allied_products"
"241","A2","Coffee","Kgs",13147,"Germany",19138,0.126287,"Agriculture_allied_products"
"242","A2","Coffee","Kgs",13197,"Italy",56182,0.545179,"Agriculture_allied_products"
"243","A2","Coffee","Kgs",13275,"Netherland",1070,0.008864,"Agriculture_allied_products"
"244","A2","Coffee","Kgs",13367,"Spain",18737,0.044036,"Agriculture_allied_products"
"245","A2","Coffee","Kgs",13421,"U K",6973,0.053633,"Agriculture_allied_products"
"246","A2","Coffee","Kgs",14389,"Switzerland",56,0.002022,"Agriculture_allied_products"
"247","A2","Coffee","Kgs",15325,"Poland",851,0.013566,"Agriculture_allied_products"
"248","A2","Coffee","Kgs",16409,"Turkey",1200,0.006548,"Agriculture_allied_products"
"249","A4","Rice(Other Than Basmoti)","Ton",5423,"U S A",422,0.330791,"Agriculture_allied_products"
"250","A4","Rice(Other Than Basmoti)","Ton",10205,"Japan",0,0.010791,"Agriculture_allied_products"
"251","A4","Rice(Other Than Basmoti)","Ton",10397,"Thailand",566,0.516505,"Agriculture_allied_products"
"252","A4","Rice(Other Than Basmoti)","Ton",11419,"U Arab Emts",50,0.042639,"Agriculture_allied_products"
"253","A4","Rice(Other Than Basmoti)","Ton",13197,"Italy",107,0.132788,"Agriculture_allied_products"
"254","A4","Rice(Other Than Basmoti)","Ton",13275,"Netherland",5,0.021602,"Agriculture_allied_products"
"255","A4","Rice(Other Than Basmoti)","Ton",13367,"Spain",808,0.7169,"Agriculture_allied_products"
"256","A5","Wheat","Ton",9259,"Mexico",2,4e-04,"Agriculture_allied_products"
"257","A5","Wheat","Ton",10017,"Australia",26935,9.246534,"Agriculture_allied_products"
"258","A5","Wheat","Ton",15422,"Ukraine",2556,0.704437,"Agriculture_allied_products"
"259","A6","Other Cereals","Ton",4365,"South Africa",384,0.222441,"Agriculture_allied_products"
"260","A6","Other Cereals","Ton",5059,"Canada",1088,0.512464,"Agriculture_allied_products"
"261","A6","Other Cereals","Ton",5423,"U S A",193,0.169378,"Agriculture_allied_products"
"262","A6","Other Cereals","Ton",6015,"Argentina",5249,4.089372,"Agriculture_allied_products"
"263","A6","Other Cereals","Ton",6043,"Brazil",200,0.108918,"Agriculture_allied_products"
"264","A6","Other Cereals","Ton",10017,"Australia",15701,4.767351,"Agriculture_allied_products"
"265","A6","Other Cereals","Ton",10187,"Indonesia",0,0.001412,"Agriculture_allied_products"
"266","A6","Other Cereals","Ton",10273,"Nepal",510,0.116905,"Agriculture_allied_products"
"267","A6","Other Cereals","Ton",10397,"Thailand",0,0.006514,"Agriculture_allied_products"
"268","A6","Other Cereals","Ton",11419,"U Arab Emts",69,0.029269,"Agriculture_allied_products"
"269","A6","Other Cereals","Ton",12075,"Taiwan",3,0.004654,"Agriculture_allied_products"
"270","A7","Pulses","Ton",1213,"Kenya",18083,17.115023,"Agriculture_allied_products"
"271","A7","Pulses","Ton",1395,"Tanzania Rep",179994,138.827162,"Agriculture_allied_products"
"272","A7","Pulses","Ton",1417,"Uganda",3008,2.517315,"Agriculture_allied_products"
"273","A7","Pulses","Ton",2199,"Cote D' Ivoire",20,0.022308,"Agriculture_allied_products"
"274","A7","Pulses","Ton",2241,"Madagascar",1917,1.843912,"Agriculture_allied_products"
"275","A7","Pulses","Ton",3115,"Ethiopia",31027,26.361456,"Agriculture_allied_products"
"276","A7","Pulses","Ton",3243,"Malawi",46016,33.423679,"Agriculture_allied_products"
"277","A7","Pulses","Ton",3267,"Mozambique",97069,70.415213,"Agriculture_allied_products"
"278","A7","Pulses","Ton",4365,"South Africa",48,0.056185,"Agriculture_allied_products"
"279","A7","Pulses","Ton",4381,"Sudan",17088,12.565043,"Agriculture_allied_products"
"280","A7","Pulses","Ton",5059,"Canada",2195557,1074.572673,"Agriculture_allied_products"
"281","A7","Pulses","Ton",5423,"U S A",312230,168.376471,"Agriculture_allied_products"
"282","A7","Pulses","Ton",6015,"Argentina",9056,6.500473,"Agriculture_allied_products"
"283","A7","Pulses","Ton",6043,"Brazil",604,0.567866,"Agriculture_allied_products"
"284","A7","Pulses","Ton",8091,"Costa Rica",110,0.132637,"Agriculture_allied_products"
"285","A7","Pulses","Ton",9259,"Mexico",8190,8.918891,"Agriculture_allied_products"
"286","A7","Pulses","Ton",10001,"Afghanistan",4355,4.667269,"Agriculture_allied_products"
"287","A7","Pulses","Ton",10017,"Australia",332657,188.412686,"Agriculture_allied_products"
"288","A7","Pulses","Ton",10077,"China P Rp",71107,72.343632,"Agriculture_allied_products"
"289","A7","Pulses","Ton",10187,"Indonesia",2661,3.260951,"Agriculture_allied_products"
"290","A7","Pulses","Ton",10189,"Iran",24,0.027094,"Agriculture_allied_products"
"291","A7","Pulses","Ton",10245,"Malaysia",312,0.313534,"Agriculture_allied_products"
"292","A7","Pulses","Ton",10258,"Myanmar",931330,802.997303,"Agriculture_allied_products"
"293","A7","Pulses","Ton",10273,"Nepal",1047,1.298891,"Agriculture_allied_products"
"294","A7","Pulses","Ton",10309,"Pakistan Ir",2689,2.406764,"Agriculture_allied_products"
"295","A7","Pulses","Ton",10359,"Singapore",72,0.076483,"Agriculture_allied_products"
"296","A7","Pulses","Ton",10369,"Sri Lanka Dsr",738,0.633828,"Agriculture_allied_products"
"297","A7","Pulses","Ton",10397,"Thailand",1157,1.344921,"Agriculture_allied_products"
"298","A7","Pulses","Ton",11419,"U Arab Emts",167,0.122671,"Agriculture_allied_products"
"299","A7","Pulses","Ton",11453,"Yemen Republc",115,0.081597,"Agriculture_allied_products"
"300","A7","Pulses","Ton",15216,"Kyrghyzstan",284,0.388798,"Agriculture_allied_products"
"301","A7","Pulses","Ton",15260,"Moldova",2317,0.877073,"Agriculture_allied_products"
"302","A7","Pulses","Ton",15344,"Russia",236892,103.162894,"Agriculture_allied_products"
"303","A7","Pulses","Ton",15422,"Ukraine",62068,25.404999,"Agriculture_allied_products"
"304","A7","Pulses","Ton",15430,"Uzbekistan",12473,14.991358,"Agriculture_allied_products"
"305","A7","Pulses","Ton",16409,"Turkey",2370,1.077131,"Agriculture_allied_products"
"306","A8","Tobacco Unmanufactured","Kgs",3267,"Mozambique",2000,0.021745,"Agriculture_allied_products"
"307","A8","Tobacco Unmanufactured","Kgs",4463,"Zimbabwe",1063982,9.392932,"Agriculture_allied_products"
"308","A8","Tobacco Unmanufactured","Kgs",5423,"U S A",33801,0.321938,"Agriculture_allied_products"
"309","A8","Tobacco Unmanufactured","Kgs",6043,"Brazil",260800,1.985703,"Agriculture_allied_products"
"310","A8","Tobacco Unmanufactured","Kgs",10027,"Bangladesh Pr",13085,0.150019,"Agriculture_allied_products"
"311","A8","Tobacco Unmanufactured","Kgs",10056,"Cambodia",400,0.003747,"Agriculture_allied_products"
"312","A8","Tobacco Unmanufactured","Kgs",10187,"Indonesia",96400,0.721154,"Agriculture_allied_products"
