Date,Price,Open,High,Low,Change ,calamities
9 18 2014,60.74,61.115,61.22,60.74,-0.29,floods
9 19 2014,60.86,60.78,60.9,60.73,0.2,floods
9 22 2014,60.945,60.795,60.945,60.755,0.14,floods
9 23 2014,61.055,60.955,61.055,60.875,0.18,floods
9 24 2014,60.945,61.045,61.065,60.905,-0.18,floods
9 25 2014,61.335,60.965,61.42,60.925,0.64,floods
9 26 2014,61.145,61.345,61.625,61.015,-0.31,floods
9 29 2014,61.56,61.155,61.62,61.155,0.68,
9 30 2014,61.94,61.615,61.94,61.565,0.62,
10 01 2014,61.725,61.835,61.965,61.593,-0.35,
10 02 2014,61.545,61.72,61.72,61.545,-0.29,
10 03 2014,61.545,61.545,61.545,61.545,0,
10 06 2014,61.545,61.545,61.545,61.545,0,
10 07 2014,61.305,61.465,61.485,61.28,-0.39,cyclone
10 08 2014,61.36,61.47,61.525,61.31,0.09,cyclone
10 09 2014,61.055,61.145,61.145,60.91,-0.5,cyclone
10 10 2014,61.285,61.165,61.365,61.125,0.38,cyclone
10 13 2014,61.01,61.285,61.315,61.01,-0.45,cyclone
10 14 2014,61.4,60.945,61.48,60.935,0.64,cyclone
10 15 2014,61.38,61.31,61.41,61.25,-0.03,
10 16 2014,61.84,61.485,61.94,61.435,0.75,
10 17 2014,61.365,61.765,61.765,61.36,-0.77,
10 20 2014,61.235,61.315,61.385,61.185,-0.21,
10 21 2014,61.15,61.315,61.377,61.12,-0.14,
10 22 2014,61.2,61.095,61.315,61.015,0.08,
10 23 2014,61.17,61.16,61.21,61.1,-0.05,
10 24 2014,61.17,61.17,61.17,61.17,0,
10 27 2014,61.305,61.185,61.375,61.185,0.22,
10 28 2014,61.188,61.255,61.425,61.162,-0.19,
10 29 2014,61.29,61.265,61.375,61.22,0.17,
10 30 2014,61.44,61.29,61.555,61.29,0.24,
10 31 2014,61.405,61.365,61.615,61.3,-0.06,
11 03 2014,61.42,61.51,61.51,61.325,0.02,
11 04 2014,61.395,61.365,61.415,61.31,-0.04,
11 05 2014,61.435,61.34,61.545,61.3,0.07,
11 06 2014,61.5,61.44,61.515,61.425,0.11,
11 07 2014,61.52,61.44,61.7,61.44,0.03,
11 10 2014,61.485,61.465,61.57,61.39,-0.06,
11 11 2014,61.515,61.57,61.65,61.515,0.05,
11 12 2014,61.375,61.535,61.57,61.375,-0.23,
11 13 2014,61.6,61.49,61.635,61.49,0.37,
11 14 2014,61.715,61.63,61.86,61.56,0.19,
11 17 2014,61.83,61.63,61.83,61.63,0.19,
11 18 2014,61.725,61.735,61.885,61.705,-0.17,
11 19 2014,61.945,61.845,62.008,61.795,0.36,
11 20 2014,61.93,62.04,62.23,61.89,-0.02,
11 21 2014,61.767,61.845,61.905,61.745,-0.26,
11 24 2014,61.86,61.7,61.975,61.66,0.15,
11 25 2014,61.865,61.915,62.045,61.85,0.01,
11 26 2014,61.795,61.865,61.913,61.785,-0.11,
11 27 2014,61.86,61.74,61.938,61.74,0.11,
11 28 2014,62.21,61.815,62.25,61.765,0.57,
12 01 2014,61.955,62.06,62.24,61.955,-0.41,
12 02 2014,61.795,61.905,62.02,61.795,-0.26,
12 03 2014,61.863,61.885,61.97,61.815,0.11,
12 04 2014,61.79,61.945,61.965,61.79,-0.12,
12 05 2014,61.918,61.845,61.918,61.78,0.21,
12 08 2014,61.825,61.98,62.01,61.825,-0.15,
12 09 2014,61.88,61.89,61.955,61.835,0.09,
12 10 2014,62.115,61.81,62.115,61.77,0.38,
12 11 2014,62.48,62.05,62.48,62.01,0.59,
12 12 2014,62.525,62.26,62.535,62.21,0.07,
12 15 2014,63.175,62.21,63.175,62.21,1.04,
12 16 2014,63.66,62.915,63.66,62.815,0.77,
12 17 2014,63.525,63.53,63.89,63.45,-0.21,
12 18 2014,62.99,63.36,63.4,62.985,-0.84,
12 19 2014,63.245,63.055,63.34,62.99,0.4,
12 22 2014,63.23,63.255,63.33,63.145,-0.02,
12 23 2014,63.44,63.31,63.51,63.25,0.33,
12 24 2014,63.52,63.435,63.565,63.375,0.13,
12 25 2014,63.52,63.52,63.52,63.52,0,
12 26 2014,63.562,63.455,63.69,63.455,0.07,
12 29 2014,63.67,63.665,63.715,63.625,0.17,
12 30 2014,63.385,63.725,63.795,63.355,-0.45,
12 31 2014,63.035,63.315,63.39,63.035,-0.55,
01 01 2015,63.355,63.175,63.455,63.175,0.51,swine flu
01 02 2015,63.285,63.445,63.502,63.255,-0.11,
01 05 2015,63.345,63.435,63.495,63.285,0.09,
01 06 2015,63.575,63.375,63.625,63.315,0.36,
01 07 2015,63.28,63.52,63.565,63.17,-0.46,
01 08 2015,62.675,63.205,63.205,62.595,-0.96,
01 09 2015,62.355,62.5,62.52,62.3,-0.51,
01 12 2015,62.075,62.355,62.355,62.065,-0.45,
1 13 2015,61.98,62.1,62.195,61.97,-0.15,
1 14 2015,62.095,62.085,62.235,62.06,0.19,
1 15 2015,62.065,61.885,62.105,61.485,-0.05,
1 16 2015,61.87,62.085,62.21,61.795,-0.31,
1 19 2015,61.645,61.655,61.812,61.605,-0.36,
1 20 2015,61.655,61.825,61.905,61.645,0.02,
1 21 2015,61.56,61.73,61.73,61.54,-0.15,
1 22 2015,61.605,61.635,61.77,61.505,0.07,
1 23 2015,61.44,61.45,61.615,61.373,-0.27,
1 26 2015,61.48,61.515,61.52,61.475,0.07,
1 27 2015,61.41,61.48,61.525,61.355,-0.11,
1 28 2015,61.358,61.515,61.54,61.27,-0.08,
1 29 2015,61.801,61.44,61.981,61.43,0.72,
1 30 2015,62.02,61.807,62.035,61.71,0.35,
02 02 2015,61.719,62.005,62.085,61.645,-0.49,
02 03 2015,61.596,61.721,61.85,61.565,-0.2,
02 04 2015,61.842,61.596,61.91,61.565,0.4,
02 05 2015,61.709,61.842,61.95,61.678,-0.22,
02 06 2015,61.97,61.703,62.025,61.665,0.42,
02 09 2015,62.149,62.058,62.22,61.95,0.29,
02 10 2015,62.327,62.161,62.374,61.93,0.29,
02 11 2015,62.382,62.327,62.433,62.12,0.09,
02 12 2015,62.15,62.382,62.54,62.028,-0.37,
2 13 2015,62.076,62.14,62.224,62.02,-0.12,
2 16 2015,62.105,62.114,62.25,62.07,0.05,
2 17 2015,62.157,62.105,62.27,62.07,0.08,
2 18 2015,62.057,62.157,62.361,62.005,-0.16,
2 19 2015,62.138,62.064,62.17,62.03,0.13,
2 20 2015,62.109,62.14,62.29,62.108,-0.05,
2 23 2015,62.163,62.27,62.33,62.117,0.09,
2 24 2015,62.17,62.172,62.36,62.07,0.01,
2 25 2015,61.862,62.09,62.113,61.84,-0.5,
2 26 2015,61.731,61.871,62,61.675,-0.21,
2 27 2015,61.659,61.744,61.92,61.658,-0.12,
03 02 2015,61.862,61.713,62,61.675,0.33,
03 03 2015,61.819,61.862,61.972,61.772,-0.07,
03 04 2015,62.309,61.819,62.391,61.659,0.79,
03 05 2015,62.381,62.309,62.43,62.16,0.12,
03 06 2015,62.46,62.393,62.463,62.3,0.13,
03 09 2015,62.634,62.475,62.8,62.4,0.28,
03 10 2015,62.72,62.641,62.836,62.563,0.14,
03 11 2015,62.781,62.723,62.88,62.7,0.1,
03 12 2015,62.542,62.777,62.796,62.408,-0.38,
3 13 2015,63.083,62.559,63.126,62.433,0.87,
3 16 2015,62.78,63.087,63.138,62.763,-0.48,
3 17 2015,62.623,62.778,62.85,62.608,-0.25,
3 18 2015,62.701,62.651,62.79,62.62,0.12,
3 19 2015,62.49,62.39,62.685,62.37,-0.34,
3 20 2015,62.41,62.525,62.595,62.41,-0.13,terrorist attack
3 23 2015,62.23,62.415,62.415,62.23,-0.29,
3 24 2015,62.348,62.21,62.421,62.14,0.19,
3 25 2015,62.412,62.344,62.454,62.262,0.1,
3 26 2015,62.836,62.43,62.843,62.43,0.68,
3 27 2015,62.523,62.84,62.851,62.395,-0.5,
3 30 2015,62.51,62.534,62.7,62.438,-0.02,
3 31 2015,62.291,62.514,62.68,62.276,-0.35,
04 01 2015,62.142,62.291,62.402,62.135,-0.24,
04 02 2015,62.067,62.163,62.24,62.046,-0.12,
04 03 2015,61.96,62.078,62.14,61.936,-0.17,
04 06 2015,62.207,61.93,62.24,61.93,0.4,
04 07 2015,62.296,62.206,62.425,62.195,0.14,
04 08 2015,62.192,62.301,62.372,62.139,-0.17,
04 09 2015,62.306,62.201,62.337,62.15,0.18,
04 10 2015,62.276,62.301,62.43,62.209,-0.05,
4 13 2015,62.407,62.184,62.575,62.18,0.21,
4 14 2015,62.268,62.413,62.422,62.21,-0.22,
4 15 2015,62.36,62.294,62.46,62.264,0.15,
4 16 2015,62.317,62.353,62.407,62.245,-0.07,
4 17 2015,62.55,62.317,62.55,62.305,0.37,
4 20 2015,63.137,62.554,63.167,62.5,0.94,
4 21 2015,62.854,63.14,63.165,62.75,-0.45,
4 22 2015,62.98,62.881,63.02,62.725,0.2,
4 23 2015,63.277,62.968,63.43,62.895,0.47,
4 24 2015,63.662,63.283,63.683,63.215,0.61,
4 27 2015,63.346,63.747,63.78,63.346,-0.5,
4 28 2015,63.053,63.334,63.47,63.027,-0.46,
4 29 2015,63.46,63.049,63.502,63.04,0.65,
4 30 2015,63.529,63.44,63.74,63.398,0.11,
05 01 2015,63.719,63.531,63.72,63.5,0.3,heat wave
05 04 2015,63.516,63.692,63.693,63.516,-0.32,heat wave
05 05 2015,63.369,63.562,63.62,63.315,-0.23,heat wave
05 06 2015,63.621,63.376,63.685,63.31,0.4,heat wave
05 07 2015,64.073,63.635,64.29,63.623,0.71,heat wave
05 08 2015,63.711,64.071,64.23,63.657,-0.56,heat wave
05 11 2015,64.007,63.705,64.022,63.705,0.46,heat wave
05 12 2015,64.147,64.007,64.39,63.998,0.22,"earthquake,heat wave"
5 13 2015,64.013,64.146,64.281,63.845,-0.21,heat wave
5 14 2015,63.383,64.014,64.063,63.379,-0.98,heat wave
5 15 2015,63.44,63.403,63.662,63.347,0.09,heat wave
5 18 2015,63.708,63.442,63.75,63.425,0.42,heat wave
5 19 2015,63.763,63.725,63.85,63.52,0.09,heat wave
5 20 2015,63.598,63.781,63.9,63.555,-0.26,heat wave
5 21 2015,63.58,63.612,63.75,63.51,-0.03,heat wave
5 22 2015,63.49,63.578,63.681,63.43,-0.14,heat wave
5 25 2015,63.496,63.511,63.68,63.49,0.01,heat wave
5 26 2015,63.972,63.493,64.02,63.49,0.75,heat wave
5 27 2015,63.826,63.983,64.17,63.82,-0.23,heat wave
5 28 2015,63.763,63.823,64,63.745,-0.1,heat wave
5 29 2015,63.743,63.79,63.946,63.68,-0.03,heat wave
06 01 2015,63.594,63.733,63.841,63.53,-0.23,heat wave
06 02 2015,63.689,63.61,63.97,63.59,0.15,heat wave
06 03 2015,63.997,63.699,64.08,63.669,0.48,heat wave
06 04 2015,63.964,63.996,64.27,63.916,-0.05,heat wave
06 05 2015,63.77,63.963,64.035,63.75,-0.3,heat wave
06 08 2015,63.947,64.111,64.18,63.925,0.28,heat wave
06 09 2015,64.01,63.963,64.09,63.85,0.1,heat wave
06 10 2015,63.766,64.039,64.071,63.76,-0.38,heat wave
06 11 2015,63.959,63.782,64.03,63.75,0.3,heat wave
06 12 2015,64.1,63.985,64.2,63.9,0.22,heat wave
6 15 2015,64.085,64.1,64.2,64,-0.02,heat wave
6 16 2015,64.166,64.081,64.33,63.996,0.13,heat wave
6 17 2015,64.011,64.166,64.28,63.989,-0.24,heat wave
6 18 2015,63.577,63.905,63.95,63.566,-0.68,heat wave
6 19 2015,63.5,63.579,63.87,63.42,-0.12,heat wave
6 22 2015,63.523,63.532,63.59,63.44,0.04,heat wave
6 23 2015,63.607,63.532,63.695,63.499,0.13,heat wave
6 24 2015,63.526,63.59,63.71,63.487,-0.13,heat wave
6 25 2015,63.518,63.548,63.65,63.489,-0.01,heat wave
6 26 2015,63.452,63.528,63.67,63.45,-0.1,heat wave
6 29 2015,63.707,63.523,63.95,63.45,0.4,heat wave
6 30 2015,63.604,63.707,63.81,63.55,-0.16,heat wave
07 01 2015,63.55,63.609,63.712,63.53,-0.08,
07 02 2015,63.299,63.553,63.68,63.296,-0.39,
07 03 2015,63.411,63.297,63.5,63.297,0.18,
07 06 2015,63.264,63.427,63.64,63.254,-0.23,
07 07 2015,63.476,63.263,63.582,63.26,0.34,
07 08 2015,63.459,63.476,63.66,63.453,-0.03,
07 09 2015,63.318,63.456,63.59,63.29,-0.22,
07 10 2015,63.358,63.318,63.49,63.308,0.06,
7 13 2015,63.45,63.359,63.6,63.315,0.15,
7 14 2015,63.281,63.45,63.6,63.265,-0.27,
7 15 2015,63.507,63.278,63.61,63.278,0.36,
7 16 2015,63.463,63.508,63.564,63.42,-0.07,
7 17 2015,63.492,63.487,63.54,63.375,0.05,
7 20 2015,63.6,63.483,63.75,63.47,0.17,
7 21 2015,63.583,63.6,63.76,63.537,-0.03,
7 22 2015,63.571,63.567,63.68,63.49,-0.02,
7 23 2015,63.921,63.57,63.93,63.57,0.55,
7 24 2015,64.106,63.922,64.18,63.826,0.29,
7 27 2015,64.202,64.16,64.27,64,0.15,terrorist attack
7 28 2015,63.799,64.232,64.243,63.74,-0.63,
7 29 2015,63.821,63.8,63.95,63.767,0.03,
7 30 2015,64.138,63.826,64.16,63.82,0.5,
7 31 2015,63.988,64.152,64.22,63.864,-0.23,
08 03 2015,64.177,63.996,64.19,63.93,0.3,
08 04 2015,63.798,64.178,64.178,63.68,-0.59,
08 05 2015,63.692,63.798,63.94,63.65,-0.17,
08 06 2015,63.722,63.692,63.83,63.65,0.05,
08 07 2015,63.739,63.722,63.97,63.701,0.03,
08 10 2015,63.773,63.744,63.92,63.707,0.05,
08 11 2015,64.332,63.773,64.392,63.751,0.88,
08 12 2015,64.855,64.354,64.96,64.28,0.81,
8 13 2015,65.203,64.855,65.34,64.63,0.54,
8 14 2015,65.129,65.234,65.38,64.96,-0.11,
8 17 2015,65.436,65.097,65.461,65.07,0.47,
8 18 2015,65.454,65.444,65.5,65.3,0.03,
8 19 2015,65.109,65.409,65.45,65.061,-0.53,
8 20 2015,65.433,65.097,65.7,65.061,0.5,
8 21 2015,66.034,65.441,66.045,65.42,0.92,
8 24 2015,66.814,66.39,66.816,66.305,1.18,
8 25 2015,66.28,66.867,66.91,65.87,-0.8,
8 26 2015,66.004,66.289,66.39,66.004,-0.42,
8 27 2015,65.968,66.141,66.16,65.865,-0.05,
8 28 2015,66.15,65.985,66.26,65.94,0.28,
8 31 2015,66.412,66.151,66.5,66.128,0.4,
09 01 2015,66.383,66.398,66.47,66.19,-0.04,
09 02 2015,66.202,66.383,66.474,66.125,-0.27,
09 03 2015,66.1,66.202,66.3,66.04,-0.15,
09 04 2015,66.685,66.124,66.785,66.09,0.89,
09 07 2015,66.886,66.726,66.907,66.585,0.3,
09 08 2015,66.294,66.853,66.913,66.293,-0.89,
09 09 2015,66.619,66.311,66.65,66.245,0.49,
09 10 2015,66.299,66.646,66.77,66.298,-0.48,
09 11 2015,66.241,66.309,66.59,66.238,-0.09,
9 14 2015,66.261,66.242,66.5,66.21,0.03,
9 15 2015,66.447,66.279,66.48,66.266,0.28,
9 16 2015,66.219,66.449,66.52,66.186,-0.34,
9 17 2015,66.071,66.194,66.301,66.066,-0.22,
9 18 2015,65.868,66.117,66.26,65.67,-0.31,
9 21 2015,65.691,65.869,65.95,65.62,-0.27,
9 22 2015,65.91,65.71,65.97,65.56,0.33,
9 23 2015,66.184,65.91,66.186,65.828,0.42,
9 24 2015,66.11,66.175,66.38,66.04,-0.11,
9 25 2015,66.17,66.108,66.242,66.07,0.09,
9 28 2015,66.267,66.16,66.274,66.02,0.15,
9 29 2015,65.837,66.413,66.441,65.836,-0.65,
9 30 2015,65.517,65.836,65.955,65.48,-0.49,
10 01 2015,65.631,65.524,65.68,65.49,0.17,
10 02 2015,65.364,65.623,65.7,65.358,-0.41,
10 05 2015,65.134,65.155,65.34,65.047,-0.35,
10 06 2015,65.129,65.145,65.44,65.128,-0.01,
10 07 2015,64.907,65.127,65.37,64.815,-0.34,
10 08 2015,64.819,64.935,65.188,64.816,-0.14,
10 09 2015,64.78,64.817,65.004,64.689,-0.06,
10 12 2015,64.795,64.779,64.89,64.7,0.02,
10 13 2015,65.098,64.797,65.192,64.78,0.47,
10 14 2015,64.736,65.112,65.185,64.73,-0.56,
10 15 2015,64.779,64.735,64.921,64.68,0.07,
10 16 2015,64.703,64.78,65.03,64.639,-0.12,
10 19 2015,64.919,64.703,64.937,64.681,0.33,
10 20 2015,65.024,64.92,65.07,64.86,0.16,
10 21 2015,65.146,65.024,65.23,65,0.19,
10 22 2015,64.86,65.133,65.173,64.853,-0.44,
10 23 2015,64.892,64.869,65.06,64.7,0.05,
10 26 2015,64.921,64.964,65.025,64.788,0.04,earthquake
10 27 2015,65.112,64.921,65.117,64.885,0.29,
10 28 2015,64.954,65.112,65.12,64.833,-0.24,
10 29 2015,65.449,65.154,65.47,65.12,0.76,
10 30 2015,65.423,65.444,65.453,65.12,-0.04,
11 02 2015,65.561,65.413,65.665,65.355,0.21,
11 03 2015,65.569,65.568,65.795,65.42,0.01,
11 04 2015,65.609,65.592,65.63,65.33,0.06,
11 05 2015,65.86,65.609,65.9,65.523,0.38,
11 06 2015,66.14,65.817,66.14,65.733,0.43,
11 09 2015,66.475,66.42,66.5,66.317,0.51,flood
11 10 2015,66.2,66.44,66.49,66.2,-0.41,flood
11 11 2015,66.07,66.07,66.07,66.07,-0.2,flood
11 12 2015,66.055,66.135,66.165,66.01,-0.02,flood
11 13 2015,66.059,66.19,66.24,66.059,0.01,flood
11 16 2015,65.886,66.079,66.26,65.853,-0.26,flood
11 17 2015,65.981,65.905,66.095,65.885,0.14,flood
11 18 2015,66.033,66.008,66.325,65.985,0.08,flood
11 19 2015,66.09,66.057,66.24,66.032,0.09,flood
11 20 2015,66.058,66.088,66.28,66.044,-0.05,flood
11 23 2015,66.395,66.095,66.485,66.057,0.51,flood
11 24 2015,66.262,66.398,66.505,66.26,-0.2,flood
11 25 2015,66.368,66.261,66.399,66.261,0.16,flood
11 26 2015,66.565,66.371,66.675,66.347,0.3,flood
11 27 2015,66.907,66.66,66.91,66.65,0.51,flood
11 30 2015,66.462,66.835,66.945,66.422,-0.67,flood
12 01 2015,66.434,66.462,66.61,66.385,-0.04,flood
12 02 2015,66.591,66.433,66.68,66.432,0.24,flood
12 03 2015,66.79,66.598,66.898,66.561,0.3,flood
12 04 2015,66.643,66.79,66.995,66.642,-0.22,flood
12 07 2015,66.773,66.643,66.867,66.57,0.2,flood
12 08 2015,66.857,66.777,66.895,66.71,0.13,flood
12 09 2015,66.855,66.862,66.96,66.725,0,flood
12 10 2015,66.756,66.855,66.935,66.681,-0.15,flood
12 11 2015,67.148,66.761,67.148,66.743,0.59,flood
12 14 2015,67.093,67.1,67.18,66.965,-0.08,flood
12 15 2015,66.863,67.092,67.135,66.77,-0.34,
12 16 2015,66.476,66.866,66.947,66.431,-0.58,
12 17 2015,66.421,66.454,66.685,66.26,-0.08,
12 18 2015,66.255,66.411,66.535,66.228,-0.25,
12 21 2015,66.251,66.319,66.385,66.189,-0.01,
12 22 2015,66.244,66.268,66.36,66.176,-0.01,
12 23 2015,66.037,66.242,66.285,66.011,-0.31,
12 24 2015,65.947,66.058,66.162,65.946,-0.14,
12 25 2015,66.025,65.946,66.03,65.946,0.12,
12 28 2015,66.137,66.03,66.22,66.03,0.17,
12 29 2015,66.235,66.153,66.43,66.136,0.15,
12 30 2015,66.475,66.257,66.495,66.234,0.36,
12 31 2015,66.208,66.484,66.484,66.09,-0.4,
01 01 2016,66.235,66.209,66.267,66.13,0.04,
01 04 2016,66.579,66.165,66.66,66.165,0.52,earthquake
01 05 2016,66.481,66.599,66.663,66.428,-0.15,
01 06 2016,66.698,66.499,66.905,66.479,0.33,
01 07 2016,66.891,66.712,66.981,66.507,0.29,
01 08 2016,66.847,66.891,66.93,66.6,-0.07,
01 11 2016,66.76,66.874,66.965,66.708,-0.13,
01 12 2016,66.946,66.766,66.98,66.74,0.28,
1 13 2016,66.917,66.947,66.953,66.73,-0.04,
1 14 2016,67.316,66.918,67.49,66.917,0.6,
1 15 2016,67.775,67.328,67.869,67.255,0.68,
1 18 2016,67.661,67.791,67.791,67.5,-0.17,
1 19 2016,67.734,67.662,67.8,67.525,0.11,
1 20 2016,67.958,67.734,68.18,67.731,0.33,
1 21 2016,67.799,67.955,68.12,67.797,-0.23,
1 22 2016,67.549,67.826,67.869,67.547,-0.37,
1 25 2016,67.755,67.579,67.85,67.493,0.3,
1 26 2016,67.739,67.727,67.909,67.697,-0.02,
1 27 2016,68.144,67.766,68.185,67.739,0.6,
1 28 2016,68.053,68.15,68.265,68.017,-0.13,
1 29 2016,67.878,68.053,68.18,67.785,-0.26,
02 01 2016,67.835,67.878,67.97,67.64,-0.06,terrorist attack
02 02 2016,67.975,67.817,68.043,67.764,0.21,
02 03 2016,67.934,67.977,68.265,67.929,-0.06,siachen glacier avalanche
02 04 2016,67.544,67.76,67.895,67.524,-0.57,
02 05 2016,67.81,67.546,67.84,67.495,0.39,
02 08 2016,68.034,67.88,68.068,67.78,0.33,
02 09 2016,67.901,68.054,68.22,67.882,-0.2,
02 10 2016,67.861,67.91,67.996,67.798,-0.06,
02 11 2016,68.471,67.862,68.489,67.785,0.9,
02 12 2016,68.118,68.471,68.496,68.11,-0.52,
2 15 2016,68.131,68.119,68.27,68.01,0.02,
2 16 2016,68.474,68.14,68.512,68.061,0.5,
2 17 2016,68.329,68.482,68.69,68.314,-0.21,
2 18 2016,68.542,68.322,68.6,68.316,0.31,
2 19 2016,68.545,68.531,68.686,68.521,0,
2 22 2016,68.533,68.69,68.725,68.505,-0.02,
2 23 2016,68.561,68.553,68.69,68.46,0.04,
2 24 2016,68.431,68.561,68.66,68.386,-0.19,
2 25 2016,68.768,68.431,68.909,68.384,0.49,
2 26 2016,68.737,68.779,68.86,68.63,-0.05,
2 29 2016,68.208,68.737,68.792,68.203,-0.77,
03 01 2016,67.753,68.206,68.36,67.677,-0.67,
03 02 2016,67.395,67.599,67.765,67.392,-0.53,
03 03 2016,67.122,67.41,67.46,67.121,-0.41,
03 04 2016,66.938,67.121,67.355,66.881,-0.27,
03 07 2016,66.989,66.989,67.156,66.933,0.08,
03 08 2016,67.313,66.989,67.47,66.988,0.48,
03 09 2016,67.128,67.325,67.515,67.062,-0.27,
03 10 2016,67.302,67.128,67.373,66.895,0.26,
03 11 2016,66.921,67.303,67.352,66.901,-0.57,
3 14 2016,67.138,66.973,67.246,66.88,0.32,
3 15 2016,67.372,67.138,67.415,67.136,0.35,
3 16 2016,67.173,67.37,67.46,67.173,-0.3,
3 17 2016,66.619,66.91,66.958,66.605,-0.82,
3 18 2016,66.384,66.63,66.7,66.256,-0.35,
3 21 2016,66.5,66.383,66.571,66.383,0.17,
3 22 2016,66.755,66.5,66.84,66.48,0.38,
3 23 2016,66.93,66.755,66.956,66.625,0.26,
3 24 2016,66.916,66.93,66.948,66.822,-0.02,
3 25 2016,66.829,66.916,66.928,66.745,-0.13,
3 28 2016,66.608,66.79,66.912,66.511,-0.33,
3 29 2016,66.375,66.61,66.66,66.366,-0.35,
3 30 2016,66.375,66.295,66.502,66.265,0,
3 31 2016,66.255,66.235,66.358,66.125,-0.18,
04 01 2016,66.365,66.355,66.502,66.27,0.17,heat wave
04 04 2016,66.106,66.31,66.387,66.024,-0.39,heat wave
04 05 2016,66.422,66.112,66.558,66.08,0.48,heat wave
04 06 2016,66.517,66.42,66.745,66.38,0.14,heat wave
04 07 2016,66.757,66.517,66.826,66.422,0.36,heat wave
04 08 2016,66.551,66.757,66.787,66.475,-0.31,heat wave
04 11 2016,66.287,66.555,66.603,66.28,-0.4,heat wave
04 12 2016,66.283,66.301,66.567,66.272,-0.01,heat wave
4 13 2016,66.496,66.277,66.68,66.271,0.32,heat wave
4 14 2016,66.597,66.506,66.69,66.479,0.15,heat wave
4 15 2016,66.66,66.597,66.68,66.469,0.09,heat wave
4 18 2016,66.416,66.66,66.72,66.415,-0.37,heat wave
4 19 2016,66.15,66.417,66.502,66.129,-0.4,heat wave
4 20 2016,66.166,66.137,66.36,66.095,0.02,heat wave
4 21 2016,66.489,66.165,66.528,66.164,0.49,heat wave
4 22 2016,66.66,66.502,66.731,66.457,0.26,heat wave
4 25 2016,66.685,66.66,66.765,66.59,0.04,heat wave
4 26 2016,66.404,66.693,66.852,66.397,-0.42,heat wave
4 27 2016,66.362,66.406,66.612,66.344,-0.06,heat wave
4 28 2016,66.401,66.391,66.562,66.32,0.06,heat wave
4 29 2016,66.425,66.395,66.57,66.29,0.04,heat wave
05 02 2016,66.346,66.425,66.465,66.32,-0.12,heat wave
05 03 2016,66.558,66.343,66.582,66.235,0.32,heat wave
05 04 2016,66.627,66.579,66.689,66.5,0.1,heat wave
05 05 2016,66.558,66.627,66.675,66.458,-0.1,heat wave
05 06 2016,66.6,66.568,66.715,66.48,0.06,heat wave
05 09 2016,66.752,66.602,66.8,66.395,0.23,heat wave
05 10 2016,66.631,66.752,66.786,66.542,-0.18,heat wave
05 11 2016,66.561,66.631,66.845,66.52,-0.11,heat wave
05 12 2016,66.757,66.561,66.781,66.52,0.29,heat wave
5 13 2016,66.855,66.757,66.925,66.72,0.15,heat wave
5 16 2016,66.844,66.925,66.944,66.73,-0.02,heat wave
5 17 2016,66.825,66.845,66.901,66.675,-0.03,heat wave
5 18 2016,67.14,66.824,67.169,66.824,0.47,heat wave
5 19 2016,67.436,67.143,67.61,67.103,0.44,heat wave
5 20 2016,67.408,67.436,67.545,67.32,-0.04,heat wave
5 23 2016,67.409,67.43,67.59,67.243,0,heat wave
5 24 2016,67.63,67.429,67.78,67.417,0.33,heat wave
5 25 2016,67.273,67.63,67.712,67.223,-0.53,heat wave
5 26 2016,66.927,67.3,67.415,66.903,-0.51,heat wave
5 27 2016,67.031,66.942,67.135,66.875,0.16,heat wave
5 30 2016,67.171,67.04,67.38,67.031,0.21,heat wave
5 31 2016,67.209,67.17,67.338,67.106,0.06,heat wave
06 01 2016,67.434,67.207,67.519,67.12,0.33,
06 02 2016,67.268,67.484,67.51,67.215,-0.25,
06 03 2016,67,67.285,67.38,67,-0.4,
06 06 2016,66.79,66.888,67.055,66.789,-0.31,
06 07 2016,66.658,66.809,66.97,66.635,-0.2,
06 08 2016,66.5,66.658,66.821,66.451,-0.24,
06 09 2016,66.753,66.491,66.795,66.473,0.38,
06 10 2016,66.952,66.783,67.01,66.717,0.3,
6 13 2016,67.187,66.96,67.22,66.9,0.35,
6 14 2016,67.292,67.188,67.396,67.061,0.16,
6 15 2016,67.079,67.291,67.353,67,-0.32,
6 16 2016,67.315,67.079,67.454,67.077,0.35,
6 17 2016,67.074,67.318,67.318,67.042,-0.36,
6 20 2016,67.551,67.073,67.69,67.073,0.71,
6 21 2016,67.624,67.497,67.755,67.335,0.11,
6 22 2016,67.449,67.64,67.678,67.342,-0.26,
6 23 2016,67.279,67.442,67.48,67.2,-0.25,
6 24 2016,67.885,67.278,68.223,67.247,0.9,
6 27 2016,67.914,67.888,68.09,67.78,0.04,
6 28 2016,67.715,67.898,67.98,67.65,-0.29,
6 29 2016,67.422,67.715,67.85,67.375,-0.43,
6 30 2016,67.504,67.394,67.72,67.394,0.12,
07 01 2016,67.19,67.509,67.514,67.15,-0.47,
07 04 2016,67.265,67.19,67.3,67.118,0.11,
07 05 2016,67.434,67.255,67.525,67.244,0.25,
07 06 2016,67.411,67.438,67.555,67.36,-0.03,
07 07 2016,67.495,67.404,67.539,67.304,0.12,
07 08 2016,67.139,67.495,67.517,67.07,-0.53,
07 11 2016,67.138,67.139,67.308,67.01,0,
07 12 2016,66.975,67.172,67.22,66.975,-0.24,
7 13 2016,67.016,67.06,67.225,66.935,0.06,
